代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率,发行人企业性质
118004.SH,博瑞转债,2025/06/12,159.975,159.201,182.196,158.117,174.047,14.072,8.79637443,160,0.657534246575,2.564383561643836,0.8618361706895264,-13.989,110.92064589373,63.12635410627,56.91127526136984,34.84,2.87026406,166.475315729047,7.571684270953,4.5482324138,473.0128,9.8019,-7.571684270953,150.08505800492938,6.0,2022/01/04,0.4,上交所,可转债,AA-,4.54427,0.0001,私营
127055.SZ,精装转债,2025/06/12,191.9,192.1,203.3,190.902,202.317,10.417,5.4283481,111,0.456164383562,2.698630136986301,0.7414107563872537,-18.2023,109.94208364091,92.37491635909,84.02143501373193,18.5,5.40540541,202.324324324324,-0.007324324324,-0.0036200908,493.0042,5.1617,0.007324324324,184.02809699800716,6.0,2022/02/22,0.3,深交所,可转债,AA-,2.249218,0.0001,地方国有企业
123080.SZ,海波转债,2025/06/12,153.37,153.05,160.423,152.517,159.6,6.23,4.06207211,193,1.163287671233,1.473972602739726,1.3784461152882206,-16.7397,114.35230396326,45.24769603674,39.568678958385945,11.38,8.78734622,99.297012302285,60.302987697715,60.7299115044,873.0533,2.1788,-60.302987697715,86.83429092446438,6.0,2020/12/02,0.5,深交所,可转债,A+,1.48637,0.9886,私营
113629.SH,泉峰转债,2025/06/12,128.979,128.959,134.234,126.16,133.799,4.82,3.73704246,272,1.117808219178,2.2575342465753425,1.1210846119926159,-5.1586,107.04582523358,26.75317476642,24.992263554457235,7.89,12.67427123,131.432192648923,2.366807351077,1.8007820636,-7.8027,1.7243,-2.366807351077,122.78124098920306,6.0,2021/09/14,0.4,上交所,可转债,A+,5.31735,0.0001,中外合资
123093.SZ,金陵转债,2025/06/12,198.222,197.0,212.34,193.8,205.359,7.137,3.60050852,145,1.390410958904,0.0986301369863013,0.8404926968188879,-27.5021,101.28824917889,104.07075082111,102.74711199450756,19.85,5.03778338,177.984886649874,27.374113350126,15.3800212284,-671.3419,5.7956,-27.374113350126,175.7211602458706,6.0,2021/01/19,0.5,深交所,可转债,A+,2.221046,0.0,私营
123241.SZ,欧通转债,2025/06/12,248.799,247.511,262.88,246.234,256.868,8.069,3.24318024,343,0.09397260274,5.063013698630137,0.0389305012691343,-14.7384,97.891645294248,158.976354705752,162.40032969912016,43.98,2.2737608,256.980445657117,-0.112445657117,-0.0437565033,60.7399,5.0853,0.112445657117,262.5151971699641,6.0,2024/07/05,0.1,深交所,可转债,AA-,3.903844,0.0001,私营
110060.SH,天路转债,2025/06/12,191.417,190.88,200.0,190.6,197.121,5.704,2.97988162,228,1.249315068493,0.3780821917808219,5.07302621232644,-116.8971,109.27792435353,87.84307564647,80.38501478330139,4.17,23.98081535,194.724220623501,2.396779376499,1.2308583744,-21.6574,2.9074,-2.396779376499,178.1917269891948,6.0,2019/10/25,0.4,上交所,可转债,AA,1.70909,0.0001,地方国有企业
127079.SZ,华亚转债,2025/06/12,137.808,137.781,142.182,136.581,141.9,4.092,2.96934866,179,0.490410958904,3.512328767123288,0.7047216349541932,-4.7088,100.86117272015,41.03882727985,40.688429623673485,30.71,3.25626832,140.182351025725,1.717648974275,1.2252961672,83.325,3.4082,-1.717648974275,138.98544627740523,6.0,2022/12/16,0.4,深交所,可转债,A+,3.398309,0.0001,私营
127086.SZ,恒邦转债,2025/06/12,123.049,123.5,127.212,123.102,126.7,3.651,2.96711066,1,0.001643835616,4.0,0.3157063930544594,-3.1014,103.48969694353,23.21030305647,22.427646173449407,11.19,8.93655049,111.617515638963,15.082484361037,13.5126501201,22.9288,1.5018,-15.082484361037,107.85374673564657,6.0,2023/06/12,0.2,深交所,可转债,AA+,31.593235,0.1546,地方国有企业
113687.SH,振华转债,2025/06/12,199.749,199.949,206.653,197.8,205.584,5.835,2.92116606,336,0.184109589041,5.082191780821918,0.0972838353179236,-10.9982,101.98981046571,103.59418953429,101.57307780184512,11.64,8.59106529,186.683848797251,18.900151202749,10.1241491026,23.5581,3.3799,-18.900151202749,183.04166655944124,6.0,2024/07/12,0.2,上交所,可转债,AA,4.06029,0.3417,私营
