代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率,发行人企业性质
113690.SH,豪24转债,2025/05/08,224.446,255.0,269.335,250.0,264.918,40.472,18.03195423,198,0.108493150685,5.46027397260274,0.0754950588483984,-13.9592,97.515765613706,167.402234386294,171.6668410823258,6.33,15.79778831,247.709320695103,17.208679304897,6.9471262755,31.4015,4.2726,-17.208679304897,254.0197670973185,6.0,2024/10/23,0.2,上交所,可转债,AA-,5.16182,0.4271,私营
113637.SH,华翔转债,2025/05/08,129.629,130.598,147.7,130.56,143.887,14.258,10.999082,138,0.567123287671,0.0958904109589041,0.491253077115023,-7.0939,100.47990883437,43.40709116563,43.19977164507761,11.65,8.58369099,143.261802575107,0.625197424893,0.4364020371,15.9514,2.5634,-0.625197424893,142.5775602675538,6.0,2021/12/22,0.4,上交所,可转债,AA-,3.11027,0.0001,私营
123118.SZ,惠城转债,2025/05/08,1462.0,1470.0,1635.111,1451.25,1620.0,158.0,10.80711354,306,1.50904109589,2.1643835616438354,0.1111111111111111,-70.4352,107.51107989064,1512.48892010936,1406.82143798375,11.25,8.88888889,1223.022222222222,396.977777777778,32.4587542699,-812.1555,20.8829,-396.977777777778,1137.5778417129443,6.0,2021/07/07,0.5,深交所,可转债,A+,1.238786,0.0,私营
127053.SZ,豪美转债,2025/05/08,174.0,173.933,190.639,173.843,185.72,11.72,6.73563218,105,0.460273972603,2.7150684931506848,0.8615119534783545,-14.5188,112.98006202258,72.73993797742,64.38298640948021,17.73,5.64015792,187.535250987028,-1.815250987028,-0.9679518797,49.8557,3.0803,1.815250987028,165.9896867020196,6.0,2022/01/24,0.3,深交所,可转债,AA-,3.176533,0.0001,中外合资
123174.SZ,精锻转债,2025/05/08,147.003,147.7,159.113,146.943,156.062,9.059,6.16245927,83,0.227397260274,0.2301369863013698,0.2914191286462752,-6.9367,99.907888536491,56.154111463509,56.205883525402406,9.5,10.52631579,156.842105263158,-0.780105263158,-0.4973825503,47.6008,1.9031,0.780105263158,156.98670801742745,6.0,2023/02/15,0.3,深交所,可转债,AA-,6.718544,0.0001,私营
113598.SH,法兰转债,2025/05/08,141.659,140.55,150.452,140.55,148.865,7.206,5.08686352,282,1.931506849315,0.1178082191780822,1.4907319263707386,-17.7506,101.93625145017,46.92874854983,46.03734969866968,7.45,13.42281879,147.248322147651,1.616677852349,1.0979261623,28.714,2.4312,-1.616677852349,144.45138020366693,6.0,2020/07/31,0.4,上交所,可转债,AA-,2.75173,0.0001,私营
123177.SZ,测绘转债,2025/05/08,140.848,141.0,147.898,140.0,147.898,7.05,5.00539589,68,0.186301369863,3.816438356164384,0.676141665201693,-5.5223,97.889196414561,50.008803585439,51.08715304358163,13.18,7.58725341,125.720789074355,22.177210925645,17.640050694,142.7848,2.0627,-22.177210925645,128.4317306497513,6.0,2023/03/02,0.2,深交所,可转债,A+,1.29907,0.3837,私营
117227.SZ,25华邦EB,2025/05/08,107.1726,112.1,112.1,112.1,112.1,4.9274,4.59763036,17,0.004657534247,2.956164383561644,0.0892060660124888,-2.7316,96.937684376761,15.162315623239,15.641301647261011,14.88,6.72043011,112.432795698925,-0.332795698925,-0.2959952182,57.363,4.6656,0.332795698925,115.98461054829843,3.0,2025/04/18,0.1,深交所,可交换债券(私募),,6.0,0.0001,私营
118014.SH,高测转债,2025/05/08,107.603,107.797,114.063,107.711,112.475,4.872,4.5277548,295,0.646575342466,3.194520547945205,0.7112691709268726,0.3177,96.60043228976,15.87456771024,16.433226367582996,35.66,2.80426248,30.089736399327,82.385263600673,273.798555452,-19.783,1.6832,-82.385263600673,31.148656052667192,6.0,2022/07/18,0.2,上交所,可转债,A+,4.83246,1.1899,私营
118004.SH,博瑞转债,2025/05/08,142.46,141.98,151.975,141.585,148.859,6.399,4.49178717,125,0.513698630137,2.66027397260274,1.007664971550259,-8.1993,110.28548655113,38.57351344887,34.97605592099985,34.84,2.87026406,147.388059701493,1.470940298507,0.9980050633,418.4835,8.9423,-1.470940298507,133.64229901018,6.0,2022/01/04,0.4,上交所,可转债,AA-,4.64835,0.0001,私营
123231.SZ,信测转债,2025/05/08,144.71,144.709,151.485,144.4,150.65,5.94,4.10476125,181,0.247945205479,4.506849315068493,0.3318951211417192,-5.0068,103.24224289158,47.40775710842,45.9189531151559,25.76,3.88198758,133.61801242236,17.03198757764,12.7467751307,38.1077,3.8543,-17.03198757764,129.42184195153447,6.0,2023/11/09,0.2,深交所,可转债,AA-,2.658701,0.2298,私营
127093.SZ,章鼓转债,2025/05/08,123.685,123.13,129.5,123.01,128.007,4.322,3.49436067,204,0.251506849315,4.443835616438356,0.3515432749771497,-1.7458,93.447129040764,34.559870959236,36.98334161144759,10.25,9.75609756,102.634146341463,25.372853658537,24.7216492395,39.3991,2.7012,-25.372853658537,109.83124617631792,6.0,2023/10/17,0.25,深交所,可转债,A+,2.426412,0.3706,地方国有企业
123054.SZ,思特转债,2025/05/08,142.001,142.3,149.807,142.075,146.947,4.946,3.48307406,333,2.280821917808,1.0904109589041096,1.7012936637018787,-18.8422,114.33919106619,32.60780893381,28.51848839382956,9.88,10.12145749,121.65991902834,25.28708097166,20.7850549085,-15.0408,2.7574,-25.28708097166,106.40264103137837,6.0,2020/06/10,0.5,深交所,可转债,AA-,1.667975,0.4129,私营
123246.SZ,远信转债,2025/05/08,130.146,130.149,135.932,129.782,134.678,4.532,3.48224302,266,0.364383561644,5.273972602739726,0.3712558844057678,-1.526,83.960931004621,50.717068995379,60.40555814297445,23.25,4.30107527,117.075268817204,17.602731182796,15.0353967671,45.0447,3.4103,-17.602731182796,139.4401746340336,6.0,2024/08/16,0.5,深交所,可转债,A,2.7103,0.4019,私营
113597.SH,佳力转债,2025/05/08,124.681,126.44,134.74,125.92,128.966,4.285,3.43677064,283,1.938356164384,1.227397260273973,1.9384954173968332,-5.4692,116.82997599175,12.13602400825,10.38776555864994,10.71,9.33706816,87.021475256769,41.944524743231,48.2001995708,-98.3823,2.7662,-41.944524743231,74.48557146233948,6.0,2020/07/30,0.5,上交所,可转债,AA-,2.97588,0.4231,私营
118045.SH,盟升转债,2025/05/08,214.478,215.0,222.4,210.5,221.811,7.333,3.41899869,239,0.261917808219,4.347945205479452,0.1803337075257764,-13.9777,92.053814040964,129.757185959036,140.95796823941913,20.94,4.77554919,192.454632282713,29.356367717287,15.2536560794,-112.5137,4.2211,-29.356367717287,209.0675267372089,6.0,2023/09/12,0.2,上交所,可转债,A,1.23931,0.0,私营
128109.SZ,楚江转债,2025/05/08,161.15,161.15,193.38,158.1,166.6,5.45,3.38194229,339,1.671780821918,1.073972602739726,1.0804321728691475,-31.3481,109.56437945678,57.03562054322,52.05671845722351,6.1,16.39344262,147.868852459016,18.731147540984,12.667405765,25.8202,1.7843,-18.731147540984,134.96069908135243,6.0,2020/06/04,0.4,深交所,可转债,AA,6.982804,0.5005,私营
113606.SH,荣泰转债,2025/05/08,122.71,123.1,127.309,123.086,126.719,4.009,3.2670524,191,1.308219178082,1.4794520547945205,1.9728691040806825,-5.0464,113.13550834829,13.58349165171,12.00639114104914,23.42,4.26985482,109.948761742101,16.770238257899,15.2527759223,25.9904,2.2483,-16.770238257899,97.18324807771357,6.0,2020/10/30,0.5,上交所,可转债,AA-,5.99506,0.1095,私营
118008.SH,海优转债,2025/05/08,114.02,114.0,122.222,114.0,117.712,3.692,3.23802842,320,0.701369863014,3.126027397260274,0.6796248470844094,0.5213,102.194145123,15.517854877,15.184680940696596,46.8,2.13675214,89.316239316239,28.395760683761,31.7923827751,-15.2862,2.5521,-28.395760683761,87.3985874716587,6.0,2022/06/23,0.3,上交所,可转债,A,6.9394,0.2855,私营
110060.SH,天路转债,2025/05/08,181.891,181.8,189.745,180.383,187.396,5.505,3.02653787,193,1.057534246575,0.473972602739726,5.336293197293432,-87.1375,109.05308804081,78.34291195919,71.8392421220318,4.17,23.98081535,175.299760191847,12.096239808153,6.9003173735,-19.497,2.6173,-12.096239808153,160.747176756926,6.0,2019/10/25,0.4,上交所,可转债,AA,1.70913,0.6184,地方国有企业
127092.SZ,运机转债,2025/05/08,179.801,179.999,186.259,179.999,185.24,5.439,3.02501098,230,0.252054794521,4.372602739726028,0.2159360829194558,-9.443,104.55467746547,80.68532253453,77.17045711434284,17.18,5.82072177,176.775320139697,8.464679860303,4.788383273,32.7758,2.3714,-8.464679860303,169.0745210304708,6.0,2023/09/21,0.2,深交所,可转债,AA-,5.251359,0.0001,私营
123213.SZ,天源转债,2025/05/08,227.15,227.2,236.275,226.73,234.001,6.851,3.01606868,285,0.390410958904,4.221917808219178,0.2136743005371772,-15.3776,101.8931542416,132.1078457584,129.6533086463862,7.14,14.00560224,233.053221288515,0.947778711485,0.4066790865,53.5829,3.3734,-0.947778711485,228.72313947207863,6.0,2023/07/28,0.3,深交所,可转债,AA-,5.148208,0.0001,私营
113669.SH,景23转债,2025/05/08,140.001,140.305,145.141,140.1,143.983,3.982,2.8442654,35,0.095890410959,3.906849315068493,0.6945264371488301,-6.264,102.94524969911,41.03775030089,39.863665803750806,24.71,4.04694456,123.229461756374,20.753538243626,16.8413770115,21.9113,2.4361,-20.753538243626,119.70388348811724,6.0,2023/04/04,0.3,上交所,可转债,AA,11.43622,0.2831,中外合资
123156.SZ,博汇转债,2025/05/08,126.47,126.576,132.76,126.174,130.059,3.589,2.83782715,266,0.801643835616,3.2739726027397262,0.8457699966938081,-2.4091,95.475151062424,34.583848937576,36.22287951653958,8.0,12.5,115.75,14.309,12.361987041,-11.9331,6.7498,-14.309,121.23573381341896,6.0,2022/08/16,0.4,深交所,可转债,A,3.967319,0.3048,私营
113651.SH,松霖转债,2025/05/08,148.785,148.962,154.569,148.246,152.806,4.021,2.70255738,293,0.802739726027,3.2,0.6544245644804523,-8.3304,108.64280258928,44.16319741072,40.64990625994554,15.67,6.38162093,145.628589661774,7.177410338226,4.928572305,54.3326,3.0084,-7.177410338226,134.04347659579196,6.0,2022/07/20,0.3,上交所,可转债,AA,2.37945,0.0001,私营
113609.SH,永安转债,2025/05/08,131.695,131.697,135.459,131.23,135.053,3.358,2.54983105,166,0.909589041096,1.547945205479452,1.4809000910753556,-8.9433,112.44127268161,22.61172731839,20.109810907617195,14.47,6.91085003,126.468555632343,8.584444367657,6.7878092896,-44.7005,1.481,-8.584444367657,112.47520827201308,6.0,2020/11/24,0.4,上交所,可转债,AA-,5.73105,0.0001,私营
127096.SZ,泰坦转债,2025/05/08,126.736,126.836,130.45,126.709,129.88,3.144,2.48074738,196,0.375890410959,4.465753424657534,0.5389590391130274,-1.6258,87.024595824433,42.855404175567,49.24516312839333,13.39,7.4682599,114.712471994025,15.167528005975,13.2222135417,43.7087,2.3987,-15.167528005975,131.81615025877355,6.0,2023/10/25,0.5,深交所,可转债,A,2.949493,0.3644,私营
127037.SZ,银轮转债,2025/05/08,266.5,266.0,277.5,266.0,273.1,6.6,2.47654784,336,1.380821917808,2.0821917808219177,0.5492493592090809,-34.8775,108.63962821813,164.46037178187,151.38156718620337,10.51,9.51474786,254.614652711703,18.485347288297,7.2601270553,26.2978,3.4877,-18.485347288297,234.3662776537488,6.0,2021/06/07,0.3,深交所,可转债,AA,5.056274,0.5591,私营
128144.SZ,利民转债,2025/05/08,160.05,160.5,166.78,155.0,164.0,3.95,2.46797876,69,0.283561643836,1.8136986301369864,0.9146341463414634,-19.2788,107.53502781637,56.46497218363,52.50844615956325,8.35,11.9760479,165.389221556886,-1.389221556886,-0.8399710355,12.9468,2.0889,1.389221556886,153.800324336466,6.0,2021/03/01,0.3,深交所,可转债,AA,4.568863,0.0001,私营
113678.SH,中贝转债,2025/05/08,139.66,139.101,144.0,139.101,143.099,3.439,2.46240871,202,0.221369863014,4.449315068493151,0.2795267611932997,-3.7927,95.221718526549,47.877281473451,50.27979143235292,21.06,4.74833808,114.624881291548,28.474118708452,24.8411325601,139.2726,5.2971,-28.474118708452,120.3768248097614,6.0,2023/10/19,0.2,上交所,可转债,A+,5.11015,0.4309,私营
110074.SH,精达转债,2025/05/08,223.94,224.0,232.39,223.354,229.371,5.431,2.42520318,263,1.29698630137,1.282191780821918,0.7847548295120133,-42.414,111.04221854201,118.32878145799,106.56197526639232,3.4,29.41176471,213.235294117647,16.135705882353,7.5670896552,31.0972,2.6678,-16.135705882353,192.0308301810224,6.0,2020/08/19,0.4,上交所,可转债,AA,2.70169,0.5033,私营
123222.SZ,博俊转债,2025/05/08,165.311,165.41,171.099,165.41,169.159,3.848,2.32773379,243,0.266301369863,4.336986301369863,0.2364639185618264,-7.788,94.937936323151,74.221063676849,78.17850961518099,16.55,6.04229607,162.658610271903,6.500389728097,3.996339153,18.9025,4.4192,-6.500389728097,171.33152096148737,6.0,2023/09/08,0.2,深交所,可转债,A+,2.472875,0.2601,私营
123239.SZ,锋工转债,2025/05/08,155.599,155.788,160.746,155.788,159.2,3.601,2.31428223,110,0.120547945205,4.701369863013698,0.2512562814070352,-5.9718,92.72012823193,66.47987176807,71.69950369544068,24.39,4.100041,147.888478884789,11.311521115211,7.6486831162,55.1841,3.9539,-11.311521115211,159.49986448989907,6.0,2024/01/19,0.2,深交所,可转债,A+,4.381306,0.318,私营
123251.SZ,华医转债,2025/05/08,122.8,122.49,126.0,121.75,125.5,2.7,2.19869707,137,0.075068493151,5.627397260273972,0.1593625498007968,-0.8199,87.878622580157,37.621377419843,42.81061345212517,22.48,4.44839858,95.596085409253,29.903914590747,31.2815262913,-19.5937,1.3062,-29.903914590747,108.7819569794197,6.0,2024/12/23,0.2,深交所,可转债,A+,7.5,0.4195,私营
127094.SZ,红墙转债,2025/05/08,125.382,125.375,129.53,124.4,127.934,2.552,2.03537988,203,0.278082191781,4.446575342465754,0.390826519924336,-1.3454,95.059460513259,32.874539486741,34.583132819437395,10.74,9.31098696,116.57355679702,11.36044320298,9.7453003195,259.3806,1.633,-11.36044320298,122.63225161135875,6.0,2023/10/18,0.3,深交所,可转债,A+,3.158005,0.22,私营
127095.SZ,广泰转债,2025/05/08,127.21,127.41,129.8,127.212,129.799,2.589,2.03521736,203,0.222465753425,4.446575342465754,0.3081687840430204,-1.8352,103.24180842044,26.55719157956,25.723291741858095,9.25,10.81081081,110.810810810811,18.988189189189,17.1356829268,32.521,1.7797,-18.988189189189,107.33133456898308,6.0,2023/10/18,0.2,深交所,可转债,AA-,6.92786,0.1938,私营
128120.SZ,联诚转债,2025/05/08,135.6,136.9,141.003,135.719,138.35,2.75,2.0280236,296,1.784109589041,1.191780821917808,1.590169859053126,-15.0753,105.53804661597,32.81195338403,31.0901655243114,11.59,8.6281277,126.056945642796,12.293054357204,9.7519849418,-64.8921,1.8414,-12.293054357204,119.44218192846586,6.0,2020/07/17,0.5,深交所,可转债,A,1.704829,0.3093,中外合资
123099.SZ,Z普转退,2025/05/08,74.996,74.321,76.63,74.321,76.5,1.504,2.00544029,89,0.487671232877,1.7589041095890412,2.6143790849673203,29.5306,79.948566256994,-3.448566256994,-4.3134810521912454,3.0,33.33333333,25.333333333333,51.166666666667,201.9736842105,-3.2558,0.1556,-51.166666666667,31.687038954393767,6.0,2021/02/09,0.4,深交所,可转债,B+,2.022542,0.0,私营
118030.SH,睿创转债,2025/05/08,160.599,160.6,163.99,159.578,163.818,3.219,2.00437114,130,0.356164383562,3.6465753424657534,0.61043352989293,-9.5524,105.52449127885,58.29350872115,55.24168656459907,39.52,2.53036437,150.278340080972,13.539659919028,9.0097215019,46.3209,5.0048,-13.539659919028,142.41086430244832,6.0,2022/12/30,0.3,上交所,可转债,AA,14.69443,0.2048,私营
110090.SH,爱迪转债,2025/05/08,125.394,124.892,127.778,124.892,127.725,2.331,1.85894062,228,0.624657534247,3.378082191780822,0.7829320806420043,-3.4193,105.77202252979,21.95297747021,20.75499451097958,18.03,5.5463117,99.389905712701,28.335094287299,28.5090262277,17.1509,2.103,-28.335094287299,93.96615790788013,6.0,2022/09/23,0.3,上交所,可转债,AA,15.6975,0.2795,私营
118028.SH,会通转债,2025/05/08,145.948,146.09,149.9,144.8,148.554,2.606,1.78556746,154,0.421917808219,0.2136986301369863,0.426024686194091,-5.9989,100.12403604876,48.42996395124,48.36996775445089,9.21,10.8577633,142.562432138979,5.991567861021,4.2027677075,31.6265,2.8466,-5.991567861021,142.3858223908909,6.0,2022/12/06,0.3,上交所,可转债,AA-,6.59885,0.0001,中外合资
