代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
113575.SH,东时转债,2024/07/01,84.409,93.55,101.291,91.5,101.291,16.882,20.000236941558363,84,0.460273972603,1.772602739726027,1.974509087678076,4.8149,99.95046335,1.34053665,1.3412010360630309,12.15,8.23045267489712,7.901234567901233,93.38976543209876,1181.96421875,-4.9275,0.3909,-93.38976543209876,7.905150514643648,6.0,2020/04/09,0.4,上交所,可转债,null,null
110072.SH,广汇转债,2024/07/01,54.018,55.9,64.822,53.001,64.762,10.744,19.8896664074938,319,1.306849315068,2.1311475409836063,2.316173064451376,30.883,108.31237121,-43.55037121,-40.20812278734341,1.5,66.66666666666666,50.666666666666664,14.095333333333333,27.819736842105264,22.2019,0.1649,-14.095333333333333,46.77828220419279,6.0,2020/08/18,0.2,上交所,可转债,null,null
128042.SZ,凯中转债,2024/07/01,117.7,120.73,136.2,120.0,134.99,17.29,14.689889549702633,338,1.846575342466,0.0792349726775956,8.889547373879546,-214.9414,111.76790497,23.22209503,20.777069263518108,9.97,10.030090270812437,134.6038114343029,0.3861885656970913,0.2869076005961252,36.0664,2.7179,-0.3861885656970913,120.4315420159592,6.0,2018/07/27,0.4,深交所,可转债,null,null
117205.SZ,23希望E1,2024/07/01,97.25,106.5403,106.5403,106.5403,106.5403,9.2903,9.553007712082263,102,0.419178082192,1.7232876712328768,1.4079179427878463,2.4615,107.68275596,-1.14245596,-1.0609460631044567,14.45,6.920415224913495,65.121107266436,41.41919273356401,63.60332996811903,-5.5282,1.9023,-41.41919273356401,60.474963410693135,3.0,2023/03/22,1.5,深交所,可交换债券(私募),null,null
128044.SZ,岭南转债,2024/07/01,75.902,75.0,85.228,75.0,81.836,5.934,7.817975810914073,323,1.764383561644,0.1202185792349726,8.55369275135637,255.7785,104.19081014,-22.35481014,-21.455644802033977,1.4,71.42857142857143,69.28571428571429,12.550285714285714,18.113814432989688,-4.5175,0.8607,-12.550285714285714,66.49887278217327,6.0,2018/08/14,0.3,深交所,可转债,null,null
128106.SZ,华统转债,2024/07/01,216.685,216.685,236.701,215.5,232.9,16.215,7.483212958903477,83,0.409315068493,1.7753424657534247,0.77286389008158,-34.7385,105.65570108,127.24429892,120.43297012780562,8.82,11.337868480725623,201.47392290249437,31.42607709750567,15.598086662915025,-17.4849,5.6375,-31.42607709750567,190.6891164821698,6.0,2020/04/10,0.3,深交所,可转债,null,null
110063.SH,鹰19转债,2024/07/01,81.116,81.5,85.911,81.5,85.824,4.708,5.80403372947384,202,1.101369863014,1.4508196721311477,2.3303504847129006,21.1901,109.52486337,-23.70086337,-21.639710510236448,2.37,42.19409282700422,64.55696202531645,21.267037974683543,32.943058823529405,43.775,0.4997,-21.267037974683543,58.942746002091134,6.0,2019/12/13,0.3,上交所,可转债,null,null
123207.SZ,冠中转债,2024/07/01,129.186,130.0,136.444,122.841,136.0,6.814,5.274565355379066,347,0.379178082192,5.054644808743169,0.2941176470588235,-2.3174,80.80103778,55.19896222,68.31466988121151,10.44,9.578544061302681,89.272030651341,46.727969348659,52.343347639484975,-151.6981,1.5151,-46.727969348659,110.48376741695482,6.0,2023/07/21,0.4,深交所,可转债,null,null
127047.SZ,帝欧转债,2024/07/01,54.0,54.0,57.444,54.0,56.8,2.8,5.185185185185185,251,0.684931506849,3.3169398907103824,1.76056338028169,25.937,92.88452445,-36.08452445,-38.848801416240654,13.34,7.496251874062968,24.587706146926536,32.21229385307346,131.00975609756097,-7.073,0.5966,-32.21229385307346,26.47126234700396,6.0,2021/10/25,0.3,深交所,可转债,null,null
127077.SZ,华宏转债,2024/07/01,92.69,97.9,104.97,96.02,96.793,4.103,4.426583234437372,213,0.290410958904,4.420765027322404,0.5165662806194662,5.2141,93.77680224,3.01619776,3.216358084252799,11.14,8.97666068222621,62.83662477558348,33.95637522441652,54.03914571428571,-36.7046,1.1113,-33.95637522441652,67.00657654626322,6.0,2022/12/02,0.3,深交所,可转债,null,null
110095.SH,双良转债,2024/07/01,80.562,81.4,84.8,80.001,83.939,3.377,4.191802586827537,329,0.179726027397,5.103825136612022,0.2382682662409606,6.4973,101.97956045,-18.04056045,-17.690368903722803,11.81,8.46740050804403,40.050804403048254,43.88819559695174,109.58130866807612,-7.5072,1.3036,-43.88819559695174,39.273364413729695,6.0,2023/08/08,0.2,上交所,可转债,null,null
