代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率
117206.SZ,23绿能EB,2024/06/20,102.1597,115.0,115.0,115.0,115.0,12.8403,12.568850534995695,55,0.150684931507,1.852054794520548,0.8695652173913043,-4.8844,101.09271555,13.90728445,13.756960008776812,26.3,3.802281368821293,82.88973384030417,32.11026615969582,38.73853211009175,31.4056,4.4589,-32.11026615969582,81.99377510964902,3.0,2023/04/25,1.0,深交所,可交换债券(私募),,,0.4269
118046.SH,诺泰转债,2024/06/20,150.376,180.451,180.451,165.34,166.59,16.214,10.782305687077724,189,0.10301369863,5.486338797814208,0.1200552254036856,-5.899,105.88619001,60.70380999,57.32929854617215,42.33,2.362390739428301,171.98204583038034,-5.3920458303803445,-3.1352376373626374,58.4974,7.3582,5.3920458303803445,162.4216017349743,6.0,2023/12/15,0.2,上交所,可转债,,,0.0001
123018.SZ,溢利转债,2024/06/20,316.315,315.559,353.381,315.559,343.1,26.785,8.467824794903814,184,1.002739726027,0.5,2.914602156805596,-135.8788,108.55184317,234.54815683,216.07017437988657,7.99,12.515644555694616,77.59699624530663,265.50300375469334,342.1562903225806,38.6969,1.1586,-265.50300375469334,71.48381269195416,6.0,2018/12/20,0.4,深交所,可转债,,,0.0
123013.SZ,横河转债,2024/06/20,358.0,358.0,385.5,342.691,374.303,16.303,4.55391061452514,331,2.260273972603,0.0983606557377049,2.6716323406438094,-717.8891,109.46688404,264.83611596,241.93263404047104,8.8,11.363636363636363,93.52272727272728,280.78027272727275,300.226780072904,56.2842,3.3633,-280.78027272727275,85.4347212793171,6.0,2018/07/26,0.5,深交所,可转债,,,0.0
128041.SZ,盛路转债,2024/06/20,237.0,232.0,269.999,210.918,244.0,7.0,2.953586497890296,340,1.857534246575,0.0737704918032786,,-744.4445,109.59992031,134.40007969,122.6278990986978,6.75,14.814814814814817,86.22222222222223,157.77777777777777,182.98969072164948,38.689,1.6463,-157.77777777777777,78.66996798751798,6.0,2018/07/17,0.5,深交所,可转债,,,0.0
123034.SZ,通光转债,2024/06/20,244.8,244.2,254.565,242.6,251.5,6.7,2.7369281045751634,230,1.129315068493,1.3743169398907105,0.7157057654075546,-43.7666,106.66704489,144.83295511,135.7804139594928,8.0,12.5,87.125,164.375,188.66571018651365,72.2551,1.4199,-164.375,81.67939787761753,6.0,2019/11/04,0.5,深交所,可转债,,,0.0
110048.SH,福能转债,2024/06/20,201.786,201.665,207.6,201.153,207.195,5.409,2.6805625761945824,197,1.07397260274,0.4644808743169398,,-102.0334,107.9572105,99.2377895,91.92326204093612,5.57,17.953321364452425,203.411131059246,3.78386894075404,1.860207413945278,13.8444,1.3071,-3.78386894075404,188.41829102211372,6.0,2018/12/07,0.4,上交所,可转债,,,0.0001
113615.SH,金诚转债,2024/06/20,426.725,427.3,441.223,427.3,434.596,7.871,1.8445134454273828,181,0.739726027397,2.508196721311476,0.3451481375806496,-41.436,109.09228307,325.50371693,298.3746492143149,12.43,8.045052292839902,418.8254223652453,15.770577634754623,3.765429888590088,29.3553,4.2826,-15.770577634754623,383.9184684552824,6.0,2020/12/23,0.4,上交所,可转债,,,0.546
123199.SZ,山河转债,2024/06/20,130.07,129.0,136.42,128.215,131.764,1.694,1.3023756438840624,9,0.012328767123,4.978082191780822,0.3794663185695637,-3.091,83.85754548,47.90645452,57.12837675582298,13.6,7.352941176470589,87.27941176470588,44.48458823529412,50.9680202190396,13.9657,3.2426,-44.48458823529412,104.08057052602618,6.0,2023/06/12,0.2,深交所,可转债,,,0.6891
123152.SZ,润禾转债,2024/06/20,117.383,117.383,122.21,116.73,118.5,1.117,0.9515858344053229,336,0.550684931507,4.084699453551913,0.5063291139240506,1.1652,98.04290747,20.45709253,20.865448667217088,28.81,3.471017007983339,82.08955223880596,36.41044776119402,44.35454545454546,38.0291,3.5049,-36.41044776119402,83.72819039860117,6.0,2022/07/21,0.4,深交所,可转债,,,0.3735
123238.SZ,卡倍转02,2024/06/20,171.454,174.0,186.2,173.0,173.0,1.546,0.9016995812287844,162,0.088219178082,5.560109289617486,0.1156069364161849,-6.4676,82.89685764,90.10314236,108.69307344712036,29.24,3.4199726402188784,117.47606019151846,55.52393980848153,47.26404657933042,24.1963,3.4004,-55.52393980848153,141.7135263458202,6.0,2024/01/11,0.2,深交所,可转债,,,0.7052
123143.SZ,胜蓝转债,2024/06/20,136.185,139.5,139.5,134.43,137.4,1.215,0.8921687410507765,82,0.224657534247,3.778082191780821,0.7278020378457059,-4.3473,101.87032126,35.52967874,34.87736005987344,23.17,4.315925766076824,118.68795856711264,18.71204143288736,15.765745454545456,48.0595,3.8264,-18.71204143288736,116.50886843106107,6.0,2022/03/31,0.4,深交所,可转债,,,0.2658
118025.SH,奕瑞转债,2024/06/20,119.152,119.152,120.38,118.499,120.095,0.943,0.791426077615147,241,0.26301369863,4.344262295081967,0.3330696531912236,-1.1115,103.52889844,16.56610156,16.00142743680486,162.81,0.6142128861863521,75.1612308826239,44.93376911737608,59.78317357195391,31.3483,4.1343,-44.93376911737608,72.59927615880457,6.0,2022/10/24,0.2,上交所,可转债,,,0.3619
118011.SH,银微转债,2024/06/20,111.281,111.02,115.0,111.02,112.156,0.875,0.7862977507391198,353,0.578630136986,4.038251366120218,0.5349691501123435,1.9467,95.92943758,16.22656242,16.915102214028845,31.53,3.171582619727244,74.1198858230257,38.03611417697431,51.317016688061614,43.4917,2.5363,-38.03611417697431,77.26500612620988,6.0,2022/07/04,0.4,上交所,可转债,,,0.3788
113634.SH,珀莱转债,2024/06/20,132.088,132.24,135.115,131.0,133.121,1.033,0.7820543879837683,196,0.534246575342,3.4672131147540983,0.751196280076021,-3.169,110.27344224,22.84755776,20.71900295836816,98.25,1.0178117048346056,109.97455470737911,23.146445292620864,21.04709162424804,35.3891,9.6455,-23.146445292620864,99.72895782833152,6.0,2021/12/08,0.3,上交所,可转债,,,0.1867
110083.SH,苏租转债,2024/06/20,164.89,164.932,166.196,164.2,166.062,1.172,0.7107768815574019,223,0.364931506849,3.39344262295082,0.361310835711963,-11.5805,102.22080307,63.84119693,62.4542118753284,3.05,32.78688524590164,162.29508196721312,3.7669180327868848,2.321030303030303,7.596,1.1622,-3.7669180327868848,158.76913220499227,6.0,2021/11/11,0.2,上交所,可转债,,,0.0001
123090.SZ,三诺转债,2024/06/20,116.036,116.089,117.526,115.248,116.766,0.73,0.629115102209659,183,0.747945205479,2.5027322404371586,1.284620523097477,-0.512,109.10569269,7.66030731,7.0209969078012175,34.61,2.889338341519792,73.76480785900029,43.00119214099971,58.294996474735605,44.4963,4.8216,-43.00119214099971,67.60857847132402,6.0,2020/12/21,0.3,深交所,可转债,,,0.3128
