代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率
123238.SZ,卡倍转02,2024/05/29,143.708,144.7,172.45,144.001,172.45,28.742,20.00027834219389,140,0.076164383562,5.620218579234972,0.1159756451145259,-6.3461,81.16303936,91.28696064,112.47356106896784,41.43,2.413709872073377,122.76128409365194,49.68871590634806,40.47588478175384,25.59,3.5963,-49.68871590634806,151.25269465223232,6.0,2024/01/11,0.2,深交所,可转债,,,0.6385
113027.SH,华钰转债,2024/05/29,238.317,247.0,285.98,247.0,285.98,47.663,19.9998321563296,351,1.72602739726,0.040983606557377,0.627694932237604,-1571.4778,101.47539078,184.50460922,181.82202384419332,7.26,13.774104683195592,235.26170798898076,50.71829201101928,21.558243559718967,88.0881,4.6993,-50.71829201101928,231.8411451097845,6.0,2019/06/13,0.3,上交所,可转债,,,1.8172
123153.SZ,英力转债,2024/05/29,136.2,132.11,158.0,131.412,148.22,12.02,8.82525697503671,314,0.514520547945,4.144808743169399,0.4048036702199433,-4.8665,93.90962587,54.31037413,57.83259556925759,15.99,6.253908692933083,143.52720450281424,4.692795497185741,3.26962091503268,251.2612,3.5833,-4.692795497185741,152.8354555490407,6.0,2022/07/21,0.4,深交所,可转债,,,0.2115
123144.SZ,裕兴转债,2024/05/29,102.14,101.503,113.503,101.503,110.0,7.86,7.69532014881535,49,0.134246575342,3.868493150684932,0.909090909090909,2.2038,102.57912884,7.42087116,7.2342895128061215,12.5,8.0,61.76,48.24,78.10880829015544,-12.6176,1.1558,-48.24,60.207179275553685,6.0,2022/04/11,0.3,深交所,可转债,,,0.3308
128123.SZ,国光转债,2024/05/29,134.086,133.979,142.6,133.642,142.25,8.164,6.088629685425772,308,1.261643835616,2.16120218579235,1.0544815465729347,-9.9315,105.15688769,37.09311231,35.27406822779846,12.31,8.123476848090984,142.64825345247766,-0.3982534524776604,-0.2791856492027334,28.704,4.6819,0.3982534524776604,135.65279135400175,6.0,2020/07/27,0.5,深交所,可转债,,,0.0001
123044.SZ,红相转债,2024/05/29,127.601,127.611,136.86,127.611,134.23,6.629,5.19510035187812,79,0.649315068493,1.7863013698630137,2.234969827907323,-5.7183,100.90703512,33.32296488,33.02343076513137,3.7,27.027027027027028,134.86486486486487,-0.6348648648648649,-0.4707414829659318,-14.7081,1.982,0.6348648648648649,133.65258894435036,6.0,2020/03/12,0.5,深交所,可转债,,,0.0001
113684.SH,湘泵转债,2024/05/29,128.431,128.5,136.07,128.45,133.906,5.475,4.262989465160281,59,0.032328767123,5.841095890410959,0.1493585052200797,-2.1864,88.34909816,45.55690184,51.56464841044168,16.99,5.885815185403177,111.24190700412008,22.66409299587993,20.373700529100528,21.7499,2.2184,-22.66409299587993,125.91176290522088,6.0,2024/04/01,0.2,上交所,可转债,,,0.3296
128041.SZ,盛路转债,2024/05/29,240.951,246.499,263.753,245.777,250.0,9.049,3.7555353578113393,318,1.73698630137,0.133879781420765,,-418.2857,109.24918271,140.75081729,128.83466383782525,6.75,14.814814814814817,89.18518518518519,160.8148148148148,180.3156146179402,40.0185,1.7029,-160.8148148148148,81.63464748466417,6.0,2018/07/17,0.5,深交所,可转债,,,0.0
113680.SH,丽岛转债,2024/05/29,127.009,127.999,135.5,125.227,131.579,4.57,3.598170208410428,197,0.107397260274,5.46448087431694,0.1519999392000243,-1.564,83.44308871,48.13591129,57.68711589439437,13.01,7.686395080707149,70.40737893927748,61.17162106072252,86.88240065502183,413.1592,1.1863,-61.17162106072252,84.37772382081022,6.0,2023/11/15,0.2,上交所,可转债,,,0.8733
117222.SZ,24广州数字科技EB,2024/05/29,100.0,103.5,103.5,103.5,103.5,3.5,3.5,34,0.027945205479,2.9095890410958902,0.2898550724637681,0.7839,99.2930346,4.2069654,4.236918951009681,14.52,6.887052341597796,75.34435261707989,28.15564738292011,37.36928702010969,27.4815,2.1999,-28.15564738292011,75.8808036440855,3.0,2024/04/24,0.3,深交所,可交换债券(私募),,,0.2103
123191.SZ,智尚转债,2024/05/29,117.8,117.8,123.776,117.605,121.8,4.0,3.395585738539898,50,0.054794520548,4.865753424657535,0.328407224958949,-0.9588,95.22226262,26.57773738,27.91126428707413,9.52,10.504201680672267,97.58403361344536,24.21596638655462,24.81550053821313,22.6072,1.7348,-24.21596638655462,102.48027186968912,6.0,2023/04/10,0.2,深交所,可转债,,,0.2955
111011.SH,冠盛转债,2024/05/29,139.01,139.019,144.6,138.658,143.165,4.155,2.988993597582908,148,0.161095890411,4.598360655737705,0.279397897530821,-3.8775,99.31210446,43.85289554,44.15664714633316,17.61,5.6785917092561045,132.42475865985236,10.740241340147644,8.110448113207546,14.9768,1.9928,-10.740241340147644,133.3420124162097,6.0,2023/01/03,0.3,上交所,可转债,,,0.1907
113672.SH,福蓉转债,2024/05/29,132.718,132.7,142.198,132.236,136.23,3.512,2.646212269624316,317,0.259726027397,5.136612021857923,0.2202158114952653,-3.6235,99.4855951,36.7444049,36.93439724923553,12.25,8.16326530612245,127.18367346938776,9.046326530612244,7.112804878048781,41.7542,5.2651,-9.046326530612244,127.84129535692726,6.0,2023/07/18,0.3,上交所,可转债,,,0.1318
110077.SH,洪城转债,2024/05/29,197.584,197.927,203.66,195.723,202.678,5.094,2.5781439792695764,192,0.418630136986,2.478142076502732,0.394714769239878,-21.3779,106.18131782,96.49668218,90.87915290671232,5.78,17.301038062283737,202.07612456747404,0.6018754325259515,0.2978458904109589,11.0796,1.661,-0.6018754325259515,190.31231549606136,6.0,2020/11/20,0.2,上交所,可转债,,,0.0001
123018.SZ,溢利转债,2024/05/29,278.888,278.887,290.465,276.543,285.8,6.912,2.4784142738303547,162,0.882191780822,0.5601092896174863,3.4989503149055285,-109.8206,108.17457508,177.62542492,164.202563114889,8.05,12.422360248447204,88.32298136645962,197.4770186335404,223.58509142053447,44.3765,1.3287,-197.4770186335404,81.64855863879362,6.0,2018/12/20,0.4,深交所,可转债,,,0.0
