代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
113594.SH,淳中转债,2024/03/11,160.776,156.0,189.0,150.284,186.047,25.271,15.71814201124546,235,1.15397260274,2.360655737704918,0.9674974603191666,-17.5302,101.50877776,84.53822224,83.28168667332007,17.93,5.577244841048522,160.7361963190184,25.310803680981596,15.746797709923664,345.469,5.3632,-25.310803680981596,158.3470906319564,6.0,2020/07/21,0.5,上交所,可转债,null,null
128091.SZ,新天转债,2024/03/11,169.547,184.0,192.223,179.512,191.0,21.453,12.653128630999074,73,0.453698630137,1.80327868852459,1.2041884816753925,-24.6201,102.17153583,88.82846417,86.9405196353306,8.11,12.330456226880393,143.15659679408137,47.84340320591862,33.420327304048236,22.9834,2.2874,-47.84340320591862,140.1139716958695,6.0,2019/12/30,0.6,深交所,可转债,null,null
113649.SH,丰山转债,2024/03/11,106.121,106.121,114.99,106.0,113.387,7.266,6.8469011788430185,259,0.424109589041,4.295081967213115,0.5291611913182287,1.3766,97.04225959,16.34474041,16.842909964232007,13.73,7.283321194464677,79.24253459577567,34.14446540422433,43.08855790441176,63.0199,1.1541,-34.14446540422433,81.6577591356307,6.0,2022/06/27,0.3,上交所,可转债,null,null
123225.SZ,翔丰转债,2024/03/11,108.65,108.705,115.75,108.705,114.8,6.15,5.660377358490567,154,0.125753424658,5.581967213114754,0.2613240418118466,1.3103,91.80485523,22.99514477,25.047852548092298,33.63,2.9735355337496285,83.11031816830211,31.68968183169789,38.12966010733453,25.521,1.78,-31.68968183169789,90.52932762661044,6.0,2023/10/10,0.3,深交所,可转债,null,null
128095.SZ,恩捷转债,2024/03/11,109.8,110.866,117.595,110.816,115.95,6.15,5.601092896174864,30,0.14301369863,1.9207650273224044,1.5523932729624839,-1.8953,106.47878404,9.47121596,8.894932493258025,66.26,1.5092061575611229,70.5704799275581,45.3795200724419,64.30382805816937,15.9224,1.7007,-45.3795200724419,66.27656444785045,6.0,2020/02/11,0.4,深交所,可转债,null,null
123118.SZ,惠城转债,2024/03/11,244.0,247.0,259.629,245.0,254.59,10.59,4.340163934426229,249,0.815342465753,3.3224043715846996,0.4713460858635453,-20.515,95.78014399,158.80985601,165.80665824284068,15.93,6.277463904582548,250.34526051475203,4.24473948524796,1.6955541624874624,30.4462,4.3504,-4.24473948524796,261.3749051587243,6.0,2021/07/07,0.5,深交所,可转债,null,null
123204.SZ,金丹转债,2024/03/11,109.0,113.5,113.775,111.5,113.4,4.4,4.036697247706423,243,0.132602739726,5.338797814207649,0.1763668430335097,1.0664,91.09180019,22.30819981,24.48980013949596,15.08,6.63129973474801,102.6525198938992,10.747480106100795,10.469767441860464,22.1178,1.7462,-10.747480106100795,112.69128470376673,6.0,2023/07/13,0.2,深交所,可转债,null,null
127073.SZ,天赐转债,2024/03/11,107.6,108.0,118.172,108.0,111.9,4.3,3.996282527881041,171,0.232876712329,3.53551912568306,0.4468275245755138,-0.0256,101.60213988,10.29786012,10.135475623015981,28.88,3.4626038781163437,73.64958448753463,38.25041551246537,51.93568406205924,17.5229,3.1131,-38.25041551246537,72.48822177812447,5.0,2022/09/23,0.3,深交所,可转债,null,null
113534.SH,鼎胜转债,2024/03/11,127.745,128.9,133.15,128.6,132.7,4.955,3.878821088888019,338,1.661917808219,1.0792349726775956,1.3564431047475507,-14.8724,106.63863732,26.06136268,24.43894946049935,7.84,12.755102040816325,124.87244897959184,7.827551020408163,6.268437180796731,13.9583,1.3762,-7.827551020408163,117.09869154167455,6.0,2019/04/08,0.4,上交所,可转债,null,null
123221.SZ,力诺转债,2024/03/11,124.2,124.199,129.98,124.198,128.89,4.69,3.7761674718196456,202,0.165205479452,5.450819672131148,0.2327566141671192,-2.4113,75.52215195,53.36784805,70.66515806558661,14.4,6.944444444444445,125.0,3.89,3.112,58.4906,2.9083,-3.89,165.514351448509,6.0,2023/08/23,0.3,深交所,可转债,null,null
