代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
404003.NQ,鸿达退债,2024/06/21,5.356,0.0,0.0,0.0,7.364,2.008,37.49066467513069,189,,1.4863387978142075,40.73872895165671,,50.56055563,-43.19655563,-85.43528664144942,3.91,25.57544757033248,,,,,,,,6.0,2019/12/13,0.4,代办转让,可转债,null,null
404001.NQ,蓝盾退债,2024/06/21,48.821,0.0,0.0,0.0,60.0,11.179,22.89793326642224,314,,0.1448087431693989,13.333333333333332,,97.65906954,-37.65906954,-38.561773849970265,0.08,1250.0,,,,,,,,6.0,2018/08/13,0.4,代办转让,可转债,null,null
118046.SH,诺泰转债,2024/06/21,166.59,168.0,191.8,162.591,180.63,14.04,8.427876823338735,190,0.103561643836,5.4836065573770485,0.1107235785860599,-7.2979,105.8934208,74.7365792,70.5771696063671,42.33,2.3623907394283012,181.6678478620364,-1.037847862036381,-0.5712886866059818,61.7919,7.7726,1.037847862036381,171.55725680554875,6.0,2023/12/15,0.2,上交所,可转债,null,null
128041.SZ,盛路转债,2024/06/21,244.0,248.0,274.91,248.0,259.523,15.523,6.3618852459016395,341,1.86301369863,0.0710382513661202,,-811.0356,109.6147121,149.9082879,136.75927713356643,6.75,14.814814814814815,85.92592592592592,173.59707407407407,202.0310775862069,38.5561,1.6406,-173.59707407407407,78.38904493726798,6.0,2018/07/17,0.5,深交所,可转债,null,null
123118.SZ,惠城转债,2024/06/21,470.0,475.0,497.0,467.606,495.0,25.0,5.319148936170213,351,1.150684931507,3.0437158469945356,0.2424242424242424,-37.6464,101.72572297,393.27427703,386.6025873770205,11.29,8.857395925597874,491.762621789194,3.2373782108060234,0.658321325648415,131.7681,8.294,-3.2373782108060234,483.4201295715736,6.0,2021/07/07,0.5,深交所,可转债,null,null
123223.SZ,九典转02,2024/06/21,175.78,174.89,191.0,174.805,183.676,7.896,4.491978609625669,281,0.230136986301,5.2349726775956285,0.1633310829939676,-8.1213,86.41621839,97.25978161,112.54806496051764,15.33,6.523157208088715,179.97390737116763,3.7020926288323546,2.05701631025734,26.7035,6.639,-3.7020926288323546,208.2640396955788,6.0,2023/09/15,0.3,深交所,可转债,null,null
128108.SZ,蓝帆转债,2024/06/21,81.012,83.999,87.998,81.5,84.099,3.087,3.810546585691009,25,0.123287671233,1.9342465753424656,2.140334605643349,14.9273,105.25233091,-21.15333091,-20.09773154391037,12.5,8.0,35.28,48.819,138.37585034013603,-11.2246,0.4943,-48.819,33.519447688210825,6.0,2020/05/28,0.4,深交所,可转债,null,null
113669.SH,景23转债,2024/06/21,125.52,125.4,133.0,124.835,130.167,4.647,3.7021988527724665,79,0.108219178082,4.786301369863014,0.3841219356672582,-2.9993,100.73476727,29.43223273,29.217551722845208,24.71,4.046944556859571,115.74261432618373,14.424385673816268,12.462467482517482,18.9353,2.7974,-14.424385673816268,114.89837864613128,6.0,2023/04/04,0.3,上交所,可转债,null,null
123132.SZ,回盛转债,2024/06/21,94.18,97.78,98.8,95.196,97.063,2.883,3.061159481843279,188,0.512328767123,3.489071038251366,1.0302586979590576,6.4113,106.3333398,-9.2703398,-8.718187369489545,27.45,3.6429872495446265,36.53916211293261,60.5238378870674,165.6410119641077,-25.3361,1.2023,-60.5238378870674,34.362846292290165,6.0,2021/12/17,0.4,深交所,可转债,null,null
111017.SH,蓝天转债,2024/06/21,154.6,154.688,159.978,154.0,159.296,4.696,3.03751617076326,312,0.255616438356,5.150273224043716,0.1883286460425873,-6.22,101.70741911,57.58858089,56.6218092976246,9.28,10.775862068965516,146.33620689655172,12.959793103448275,8.856176730486009,11.6054,2.3675,-12.959793103448275,143.87957946143948,6.0,2023/08/15,0.3,上交所,可转债,null,null
