代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率,发行人企业性质
123052.SZ,飞鹿转债,2025/07/01,142.5,143.9,171.0,143.899,171.0,28.5,20.0,27,0.221917808219,0.9287671232876712,11.695906432748538,-32.112,113.03675537552,57.96324462448,51.27822753928136,6.01,16.63893511,166.888519134775,4.111480865225,2.4636091725,-31.1083,4.652,-4.111480865225,147.6409319962819,6.0,2020/06/05,0.5,深交所,可转债,A,1.500889,0.0001,私营
123048.SZ,应急转债,2025/07/01,144.008,144.008,172.0,142.743,169.0,24.992,17.35459141,83,0.454794520548,0.7753424657534247,4.733727810650888,-46.5532,106.57072838749,62.42927161250999,58.58013035766992,7.06,14.16430595,155.240793201133,13.759206798867,8.8631386861,-109.4434,4.0719,-13.759206798867,145.66926167256656,6.0,2020/04/10,0.3,深交所,可转债,AA+,2.119093,0.0,中央企业
127053.SZ,豪美转债,2025/07/01,217.61,217.61,238.839,215.048,235.285,17.675,8.12232894,159,0.69698630137,2.567123287671233,0.6800263510211021,-22.8509,114.02915670329,121.25584329671,106.337577863725,17.57,5.69151964,233.921457029027,1.363542970973,0.582906326,63.3045,3.8232,-1.363542970973,205.14179337281533,6.0,2022/01/24,0.3,深交所,可转债,AA-,2.593195,0.0001,中外合资
127076.SZ,中宠转2,2025/07/01,230.0,231.13,249.3,230.1,245.505,15.505,6.74130435,250,0.41095890411,3.317808219178082,0.2443942078572738,-20.5004,105.45547021143,140.04952978857,132.8044239979032,27.66,3.61532899,235.647143890094,9.857856109906,4.1833123658,54.4097,7.7846,-9.857856109906,223.45653897103665,6.0,2022/10/25,0.2,深交所,可转债,AA-,4.839809,0.0001,私营
123199.SZ,山河转债,2025/07/01,121.991,125.312,134.98,125.215,129.01,7.019,5.75370314,20,0.054794520548,3.947945205479452,0.7751337105650725,-3.4683,92.078884350691,36.931115649309,40.10812675428756,13.3,7.51879699,110.676691729323,18.333308270677,16.5647418478,18.2881,3.7628,-18.333308270677,120.19768974154869,6.0,2023/06/12,0.2,深交所,可转债,A+,3.198123,0.3518,私营
117223.SZ,24明德EB,2025/07/01,102.1378,101.9752,110.233,101.9752,107.0569,4.9191,4.81614055,40,0.317808219178,1.893150684931507,2.70883987860661,-0.7887,102.10335118005,4.95354881995,4.851504639857379,57.68,1.73370319,85.298196948682,21.758703051318,25.5089835772,27.4864,2.6099,-21.758703051318,83.54103559075779,3.0,2024/05/23,2.9,深交所,可交换债券(私募),,80.0,0.196,私营
113615.SH,金诚转债,2025/07/01,412.017,408.923,433.0,404.925,431.244,19.227,4.66655502,191,0.941917808219,1.4794520547945205,0.4173971116119876,-59.6224,110.71909522739,320.52490477261,289.49378976980444,11.78,8.48896435,403.140916808149,28.103083191851,6.9710322173,17.5525,3.1379,-28.103083191851,364.11146241774816,6.0,2020/12/23,0.4,上交所,可转债,AA,4.95957,1.0552,私营
113687.SH,振华转债,2025/07/01,207.062,207.166,218.826,204.7,216.447,9.385,4.53245888,355,0.194520547945,5.03013698630137,0.092401373084404,-12.0235,102.47197935896,113.97502064104,111.2255480513212,8.2,12.19512195,199.146341463415,17.300658536585,8.6874096754,24.7202,3.5467,-17.300658536585,194.34224137098403,6.0,2024/07/12,0.2,上交所,可转债,AA,4.05971,0.3303,私营
123091.SZ,长海转债,2025/07/01,117.91,117.999,125.65,117.64,122.799,4.889,4.14638283,191,0.941917808219,1.4794520547945205,1.4658099821659787,-5.6366,109.7464694371,13.0525305629,11.893348943111938,15.44,6.47668394,94.818652849741,27.980347150259,29.5093278689,18.2047,1.2711,-27.980347150259,86.39790722751704,6.0,2020/12/23,0.3,深交所,可转债,AA,5.497389,0.3121,私营
113601.SH,塞力转债,2025/07/01,130.951,130.85,140.747,130.365,136.14,5.189,3.96255088,315,2.157534246575,1.1397260273972605,1.836344939033348,-12.3218,115.11848754128,21.02151245872,18.26076150555918,12.0,8.33333333,132.0,4.14,3.1363636364,-52.8199,3.2887,-4.14,114.66446686303667,6.0,2020/08/21,0.5,上交所,可转债,BB+,4.17765,0.0001,私营
