代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率
128053.SZ,尚荣转债,2024/12/25,119.999,120.84,139.6,119.241,133.0,13.001,10.83425695,316,1.72602739726,0.1393442622950819,7.518796992481203,-124.1045,109.71658433876,23.28341566124,21.22141862286773,4.88,20.49180328,63.524590163934,69.475409836066,109.3677419355,133.3697,1.0006,-69.475409836066,57.89880403840865,6.0,2019/02/14,0.4,深交所,可转债,AA,1.895319,3.4627
113589.SH,天创转债,2024/12/25,223.875,226.0,244.574,223.03,239.626,15.751,7.03562256,185,0.912328767123,1.4958904109589042,0.7511705741447088,-40.189,97.87856805987,141.74743194013,144.81968294982255,12.29,8.1366965,30.105777054516,209.520222945484,695.9469027027,-37.8609,1.389,-209.520222945484,30.75829331309895,6.0,2020/06/24,0.4,上交所,可转债,A-,0.66623,0.0
123237.SZ,佳禾转债,2024/12/25,147.4,148.8,169.9,147.0,154.351,6.951,4.71573948,357,0.195068493151,5.027322404371585,0.129574800292839,-5.2988,89.539881626498,64.811118373502,72.38240345665379,13.58,7.36377025,156.848306332842,-2.497306332842,-1.5921793427,83.3572,3.2691,2.497306332842,175.17144705094748,6.0,2024/01/04,0.2,深交所,可转债,A+,4.587632,0.1386
404004.NQ,汇车退债,2024/12/25,51.208,0.0,0.0,0.0,53.415,2.207,4.30987346,112,,1.6465753424657534,3.369839932603201,,99.733519850548,-46.31851985054801,-46.44227930585115,0.57,175.43859649,,,,,,,0.0,6.0,2020/08/18,0.2,代办转让,可转债,A,28.81556,0.0001
123072.SZ,乐歌转债,2024/12/25,126.453,126.6,131.699,126.253,131.55,5.097,4.0307466,66,0.632876712329,1.821917808219178,2.6605853287723296,-3.4585,112.91262169479,18.637378305210007,16.50601857034905,33.23,3.00932892,47.035811014144,84.514188985856,179.6805182342,15.0746,1.7027,-84.514188985856,41.65682304435796,6.0,2020/10/21,0.5,深交所,可转债,A+,1.418398,0.0
128130.SZ,景兴转债,2024/12/25,121.36,126.9,128.45,123.01,126.1,4.74,3.905735,117,0.57698630137,1.6821917808219178,1.4274385408406027,-6.9673,108.16337012043,17.936629879569992,16.582905894665817,3.39,29.49852507,123.30383480826,2.79616519174,2.2677033493,74.0662,0.9063,-2.79616519174,113.99777454324185,6.0,2020/08/31,0.3,深交所,可转债,AA,9.911653,0.0001
117221.SZ,24恒健EB,2024/12/25,100.099,104.0,104.0,104.0,104.0,3.901,3.89714183,245,0.006712328767,2.331506849315069,0.0096153846153846,0.2155,99.70771024614,4.292289753860004,4.304872454962601,4.16,24.03846154,100.480769230769,3.519230769231,3.5023923445,15.8574,1.7821,-3.519230769231,100.77532518069124,3.0,2024/04/23,0.01,深交所,可交换债券(私募),,20.0,0.0273
123249.SZ,英搏转债,2024/12/25,146.2,145.99,153.221,141.6,150.992,4.792,3.27770178,63,0.051780821918,5.83013698630137,0.1986860231005616,-4.6201,100.24770516166,50.74429483834,50.61890918750655,17.46,5.72737686,144.444444444444,6.547555555556,4.5329230769,94.6295,3.38,-6.547555555556,144.0875321899011,6.0,2024/10/24,0.3,深交所,可转债,AA,8.171597,0.0001
113055.SH,成银转债,2024/12/25,134.338,134.13,139.032,134.13,138.608,4.27,3.17854963,298,0.571506849315,0.1174863387978142,0.4704308514086849,-232.4427,100.45118069015,38.15681930985001,37.98543635594277,12.23,8.17661488,138.757154538021,-0.149154538021,-0.1074932233,5.6768,0.97,0.149154538021,138.133920960102,6.0,2022/03/03,0.2,上交所,可转债,AAA,10.86574,0.0001
123142.SZ,申昊转债,2024/12/25,108.7,109.213,120.885,108.74,111.737,3.037,2.79392824,283,0.775342465753,3.2273972602739724,0.8949586976561033,0.9741,91.590166443108,20.14683355689199,21.99672119758224,33.71,2.96647879,79.382972411747,32.354027588253,40.7568860239,-24.8775,4.5752,-32.354027588253,86.67193815075814,6.0,2022/03/18,0.3,深交所,可转债,A,5.49594,0.4502
