代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率
113688.SH,国检转债,2024/11/12,100.0,130.0,157.3,122.8,123.565,23.565,23.565,27,0.014794520548,5.928767123287671,0.1618581313478735,-1.0012,100.56743531142,22.99756468858,22.86780468982338,6.63,15.082956259426847,110.5580693815988,13.006930618401206,11.764795361527968,62.0045,3.1357,-13.006930618401206,109.93426355086169,6.0,2024/10/17,0.2,上交所,可转债,AA+,8.0,0.1119
113689.SH,洛凯转债,2024/11/12,157.3,188.76,188.76,188.76,188.76,31.46,20.0,27,0.014794520548,5.928767123287671,0.1059546514091968,-7.4605,95.310881968592,93.449118031408,98.04664074161278,15.45,6.472491909385113,98.64077669902912,90.11922330097087,91.36102362204723,21.7824,2.4297,-90.11922330097087,103.49371935466344,6.0,2024/10/17,0.2,上交所,可转债,AA-,4.03431,1.578
128090.SZ,汽模转2,2024/11/12,171.333,168.3,204.87,168.0,203.289,31.956,18.65139815447112,322,1.58301369863,1.1229508196721312,0.8854389563626167,-41.6343,108.13228238768,95.15671761232,88.00028586390187,4.2,23.809523809523807,194.04761904761904,9.241380952380952,4.762429447852761,63.7004,3.6346,-9.241380952380952,179.45391955374814,6.0,2019/12/27,0.3,深交所,可转债,AA-,2.109009,0.0001
118026.SH,利元转债,2024/11/12,140.357,139.0,164.439,135.554,161.068,20.711,14.755943771952948,20,0.032876712329,3.947945205479452,0.3725134725705913,-8.5267,90.828392233574,70.23960776642602,77.33221522384551,21.0,4.761904761904762,169.38095238095238,-8.31295238095238,-4.907843688501545,-9.3665,2.4526,8.31295238095238,186.4845872702149,6.0,2022/10/24,0.2,上交所,可转债,A+,4.50425,0.0001
113596.SH,城地转债,2024/11/12,188.23,188.999,213.788,185.725,203.797,15.567,8.270201349412952,108,0.591780821918,1.7068493150684931,0.9813687149467362,-30.5483,87.267767975483,116.529232024517,133.530666279049,8.28,12.077294685990339,200.9661835748792,2.830816425120773,1.4086033653846153,-74.2411,3.6023,-2.830816425120773,230.28683812715207,6.0,2020/07/28,0.4,上交所,可转债,BBB,2.21694,0.665
128122.SZ,兴森转债,2024/11/12,122.999,123.25,139.5,123.25,132.2,9.201,7.480548622346523,113,0.619178082192,0.6931506849315068,7.5642965204236,-24.2267,108.35666615735,23.843333842649983,22.00449191379321,13.38,7.473841554559043,106.80119581464872,25.39880418535127,23.781385584324703,-573.0086,4.7653,-25.39880418535127,98.56449040205564,5.0,2020/07/23,0.3,深交所,可转债,AA,2.678404,0.5818
111011.SH,冠盛转债,2024/11/12,132.777,133.0,146.666,133.0,140.593,7.816,5.886561678603975,315,0.344109589041,4.14207650273224,0.2845091860903458,-3.8755,103.05884792803,37.534152071969984,36.42011610510292,17.01,5.878894767783657,134.27395649617873,6.319043503821281,4.706082749562172,13.8629,1.8402,-6.319043503821281,130.28862557239864,6.0,2023/01/03,0.3,上交所,可转债,AA-,4.03126,0.0001
123096.SZ,思创转债,2024/11/12,160.5,160.5,187.299,157.2,169.55,9.05,5.638629283489097,292,1.195890410959,0.0273224043715846,0.727576854837511,-1474.7153,101.11159827496,68.43840172504001,67.68600525820052,2.38,42.01680672268908,163.4453781512605,6.104621848739496,3.7349614395886888,-10.5845,7.5277,-6.104621848739496,161.64849625538685,6.0,2021/01/26,0.4,深交所,可转债,BB,0.38866,0.2534
123044.SZ,红相转债,2024/11/12,208.403,211.0,234.0,206.629,218.0,9.597,4.605020081284818,246,2.021917808219,0.0573770491803278,1.0028905366344036,-923.3727,101.67245168517,116.32754831483,114.41402895942716,3.7,27.027027027027028,215.13513513513516,2.864864864864865,1.3316582914572863,-57.0814,3.7527,-2.864864864864865,211.5962894268584,6.0,2020/03/12,0.5,深交所,可转债,A-,0.364115,0.0001
123022.SZ,长信转债,2024/11/12,130.952,131.8,145.818,130.201,136.5,5.548,4.236666870303623,240,1.315068493151,0.3452054794520547,7.326007326007327,-56.2387,109.18723063112,27.31276936888,25.01461866099885,5.83,17.152658662092623,137.90737564322467,-1.4073756432246998,-1.0205223880597014,50.5322,2.3644,1.4073756432246998,126.30357491997697,6.0,2019/03/15,0.4,深交所,可转债,AA,2.506021,0.0001
