代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
404002.NQ,搜特退债,2024/06/14,5.816,0.0,0.0,0.0,14.0,8.184,140.7152682255846,95,,,12.857142857142856,,109.8450544,-95.8450544,-87.25477439428533,1.1,90.9090909090909,,,,,,,,6.0,2020/03/11,0.4,代办转让,可转债,null,null
128041.SZ,盛路转债,2024/06/14,200.0,198.5,240.0,184.633,240.0,40.0,20.0,334,1.824657534247,0.0901639344262295,,-600.7575,109.50921361,130.49078639,119.1596415391335,6.75,14.814814814814815,87.40740740740739,152.5925925925926,174.5762711864407,39.2208,1.6689,-152.5925925925926,79.81740031363503,6.0,2018/07/17,0.5,深交所,可转债,null,null
117222.SZ,24广州数字科技EB,2024/06/14,100.0617,108.88,108.88,108.88,108.88,8.8183,8.812862463859798,50,0.041095890411,2.8657534246575342,0.2755326965466568,-0.9796,99.59609037,9.28390963,9.32156030975737,14.32,6.983240223463687,75.06983240223462,33.810167597765364,45.03828837209302,27.0042,2.1617,-33.810167597765364,75.37427636300765,3.0,2024/04/24,0.3,深交所,可交换债券(私募),null,null
117205.SZ,23希望E1,2024/06/14,97.505,105.8795,105.8795,105.8795,105.8795,8.3745,8.588790318445207,85,0.349315068493,1.76986301369863,1.416704838991495,2.7959,107.54193811,-1.66243811,-1.5458509854077245,14.45,6.920415224913495,65.3287197231834,40.55078027681661,62.07190413135593,-5.5459,2.2045,-40.55078027681661,60.747203250476545,3.0,2023/03/22,1.5,深交所,可交换债券(私募),null,null
123147.SZ,中辰转债,2024/06/14,115.5,116.1,130.1,114.834,124.399,8.899,7.704761904761904,15,0.032876712329,3.9616438356164383,0.643091986269986,-1.0673,102.94078712,21.45821288,20.845199925454,6.5,15.384615384615383,109.84615384615384,14.552846153846152,13.248389355742296,53.0373,2.1863,-14.552846153846152,106.70809590576,6.0,2022/05/31,0.3,深交所,可转债,null,null
123018.SZ,溢利转债,2024/06/14,283.0,283.566,305.891,280.699,300.0,17.0,6.007067137809187,178,0.969863013699,0.5163934426229508,3.333333333333333,-122.6455,108.44006541,191.55993459,176.65051553199723,8.05,12.422360248447204,80.24844720496894,219.75155279503105,273.8390092879257,40.3197,1.2072,-219.75155279503105,74.00258096632305,6.0,2018/12/20,0.4,深交所,可转债,null,null
113628.SH,晨丰转债,2024/06/14,117.132,118.0,123.157,117.4,122.832,5.7,4.866304681897346,297,0.81095890411,3.191256830601093,0.814120098997004,-0.6139,93.72564554,29.10635446,31.054845546599157,12.79,7.8186082877247856,100.93823299452696,21.893767005473023,21.690261812548407,169.9427,1.905,-21.893767005473023,107.69542574283876,6.0,2021/08/23,0.5,上交所,可转债,null,null
117223.SZ,24明德EB,2024/06/14,99.8411,104.2337,104.2337,104.2337,104.2337,4.3926,4.399590950019581,23,0.182739726027,2.93972602739726,2.7822095924830452,1.4163,102.22676301,2.00693699,1.963220717263324,60.0,1.6666666666666667,61.15,43.0837,70.4557645134914,23.4884,1.968,-43.0837,59.81799501371104,3.0,2024/05/23,2.9,深交所,可交换债券(私募),null,null
113683.SH,伟24转债,2024/06/14,219.357,219.0,253.0,217.001,228.282,8.925,4.068709911240581,79,0.043287671233,5.786301369863014,0.0876109373494187,-11.3503,98.92094302,129.36105698,130.77216313419652,18.28,5.4704595185995615,121.99124726477024,106.29075273522976,87.12981883408071,13.3395,3.2916,-106.29075273522976,123.32196149818937,6.0,2024/03/28,0.2,上交所,可转债,null,null
127090.SZ,兴瑞转债,2024/06/14,117.3,116.99,125.888,116.082,121.745,4.445,3.789428815004263,327,0.178630136986,5.109289617486338,0.1642777937492299,-0.4694,97.08868871,24.65631129,25.395657946980215,25.9,3.861003861003861,87.37451737451738,34.37048262548262,39.33696420680513,23.2103,4.5364,-34.37048262548262,89.99453853527834,6.0,2023/07/24,0.2,深交所,可转债,null,null
