代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率,发行人企业性质
404004.NQ,汇车退债,2024/12/09,30.315,0.0,0.0,0.0,43.59,13.275,43.79020287,96,,1.6904109589041096,4.129387474191328,,99.213936043075,-55.62393604307499,-56.06463997046257,1.5,66.66666667,,,,,,,0.0,6.0,2020/08/18,0.2,代办转让,可转债,A,28.81556,0.0,私营
123219.SZ,宇瞳转债,2024/12/09,151.1,150.9,181.32,148.77,181.32,30.22,20.0,121,0.165753424658,0.0273224043715847,0.0982143126962387,-1633.399,100.05734604339,81.26265395661,81.21607974827789,12.45,8.03212851,151.646586345382,29.673413654618,19.5674788136,38.2073,3.9783,-29.673413654618,151.55967286961643,6.0,2023/08/11,0.3,深交所,可转债,A+,0.99357,0.4661,私营
123213.SZ,天源转债,2024/12/09,229.881,229.0,267.0,229.0,259.247,29.366,12.77443547,135,0.184931506849,4.632876712328767,0.1928662626761351,-16.0011,99.467336661012,159.77966333898803,160.63530873810612,7.24,13.8121547,259.944751381215,-0.697751381215,-0.2684229543,47.6243,4.6123,0.697751381215,261.33679668846,6.0,2023/07/28,0.3,深交所,可转债,AA-,5.621713,0.0001,私营
128062.SZ,亚药转债,2024/12/09,124.219,126.5,135.6,125.721,133.25,9.031,7.27022436,252,1.380821917808,0.3123287671232876,11.257035647279547,-43.8515,105.43160433449,27.81839566551,26.38525311371907,3.0,33.33333333,138.0,-4.75,-3.4420289855,-772.0448,4.2705,4.75,130.89054356242576,6.0,2019/04/02,0.3,深交所,可转债,CCC,4.059251,0.0001,私营
123103.SZ,震安转债,2024/12/09,141.0,142.899,153.666,138.85,151.0,10.0,7.09219858,273,1.346301369863,0.0464480874316939,0.9438446883788744,-704.9007,101.21748650753,49.78251349247,49.183708477849294,8.52,11.7370892,129.81220657277,21.18779342723,16.321880651,-38.4986,2.0512,-21.18779342723,128.25077074316872,6.0,2021/03/12,0.5,深交所,可转债,A+,1.078073,0.4601,私营
123244.SZ,松原转债,2024/12/09,215.5,215.68,233.865,211.19,230.6,15.1,7.00696056,131,0.071780821918,5.6438356164383565,0.0867302688638335,-11.0757,86.920878169683,143.679121830317,165.29874623428577,28.69,3.48553503,107.703032415476,122.896967584524,114.1072491909,27.5033,5.7148,-122.896967584524,123.90927782071304,6.0,2024/08/01,0.2,深交所,可转债,A+,4.0987,0.0,私营
123231.SZ,信测转债,2024/12/09,125.8,126.666,134.689,126.666,134.055,8.255,6.56200318,31,0.042465753425,4.917808219178082,0.3729812390436761,-2.2639,100.70649011742,33.348509882580004,33.11455879725019,25.76,3.88198758,101.51397515528,32.54102484472,32.055709369,22.1011,3.8169,-32.54102484472,100.80182025698493,6.0,2023/11/09,0.2,深交所,可转债,AA-,5.449557,0.3435,私营
111011.SH,冠盛转债,2024/12/09,158.546,158.539,173.099,156.541,168.941,10.395,6.5564568,342,0.373698630137,4.0683060109289615,0.2367690495498428,-8.2532,104.2506202251,64.69037977490001,62.05275290949758,17.01,5.87889477,165.079365079365,3.861634920635,2.3392596154,17.0434,2.2624,-3.861634920635,158.34856878829342,6.0,2023/01/03,0.3,上交所,可转债,AA-,3.42798,0.0001,中外合资
123031.SZ,晶瑞转债,2024/12/09,325.149,350.5,356.3,337.001,344.65,19.501,5.99755804,103,0.564383561644,0.7205479452054795,3.1916436965037,-94.0859,107.25532893546,237.39467106454,221.33601511528647,3.83,26.10966057,275.195822454308,69.454177545692,25.2380929791,12594.478,4.3205,-69.454177545692,256.5800927429021,6.0,2019/08/29,0.4,深交所,可转债,A+,0.526487,2.7565,中外合资
111019.SH,宏柏转债,2024/12/09,118.861,118.861,126.333,118.667,125.908,7.047,5.92877395,237,0.129863013699,5.353424657534246,0.1588461416272199,-0.9233,98.659564516921,27.248435483079007,27.61864560876473,5.45,18.34862385,127.522935779817,-1.614935779817,-1.2663884892,-228.6984,2.2137,1.614935779817,129.25552266951846,6.0,2024/04/17,0.2,上交所,可转债,AA-,8.75536,0.0001,中外合资
