代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率,发行人企业性质
110052.SH,贵广转债,2024/06/03,124.244,124.011,149.093,123.7,149.093,24.849,20.00016097,91,0.548493150685,0.7534246575342466,8.719389910995151,-32.1311,111.20913179842,37.88386820157999,34.06542933025417,7.25,13.79310345,120.0,29.093,24.2441666667,-13.8547,2.8028,-29.093,107.90480786911864,6.0,2019/03/04,0.5,上交所,可转债,AA+,2.6388,0.6979,地方国有企业
123034.SZ,通光转债,2024/06/03,273.996,292.895,326.18,291.0,317.0,43.004,15.69511964,213,1.045479452055,1.4207650273224044,0.5678233438485804,-51.3537,106.41048631843,210.58951368157,197.9029708137857,8.0,12.5,113.0,204.0,180.5309734513,93.7139,1.8415,-204.0,106.19254164655456,6.0,2019/11/04,0.5,深交所,可转债,A+,0.777651,0.0,私营
123143.SZ,胜蓝转债,2024/06/03,144.3,146.0,167.572,145.9,157.5,13.2,9.14760915,65,0.178082191781,0.5027322404371585,0.4313981300282667,-7.7038,99.202063731065,58.29793626893501,58.76685834578972,23.27,4.2973786,147.400085947572,10.099914052428,6.8520408163,59.9418,4.7725,-10.099914052428,148.58570517965327,6.0,2022/03/31,0.4,深交所,可转债,AA-,2.689842,0.2227,私营
113561.SH,正裕转债,2024/06/03,151.95,151.99,166.409,151.8,165.466,13.516,8.89503126,156,0.934246575342,1.5765027322404372,1.329578281943118,-21.1644,104.86008646547,60.60591353453,57.79693263412221,9.88,10.12145749,92.004048582996,73.461951417004,79.8464334433,32.8375,1.7507,-73.461951417004,87.7398175837787,6.0,2019/12/31,0.5,上交所,可转债,A+,1.37879,1.5466,私营
127092.SZ,运机转债,2024/06/03,153.0,153.733,174.74,151.562,160.622,7.622,4.98169935,257,0.140273972603,5.300546448087432,0.1245159442666633,-5.268,97.192388273669,63.42961172633102,65.26191284417192,17.42,5.74052813,156.199770378875,4.422229621125,2.831137082,35.639,2.2186,-4.422229621125,160.71193758409996,6.0,2023/09/21,0.2,深交所,可转债,AA-,7.299276,0.0001,私营
113680.SH,丽岛转债,2024/06/03,125.6,125.7,136.71,124.513,131.631,6.031,4.80175159,202,0.110136986301,5.450819672131147,0.1519398925784959,-1.5752,86.077467454759,45.553532545241,52.921552982705066,13.01,7.68639508,67.486548808609,64.144451191391,95.0477574032,396.0194,1.1371,-64.144451191391,78.40210778050469,6.0,2023/11/15,0.2,上交所,可转债,A+,2.99999,0.9256,私营
123226.SZ,中富转债,2024/06/03,123.2,122.9,137.641,122.6,128.843,5.643,4.58035714,232,0.126575342466,5.368852459016393,0.1552276801999333,-1.3822,95.713909142204,33.12909085779599,34.61261916340232,27.93,3.58037952,116.398138202649,12.444861797351,10.691633036,125.3097,5.0226,-12.444861797351,121.61047359346074,6.0,2023/10/16,0.2,深交所,可转债,AA-,5.199631,0.1956,中外合资
117206.SZ,23绿能EB,2024/06/03,112.615,117.2,117.2,117.2,117.2,4.585,4.07139369,38,0.104109589041,1.8986301369863008,0.8532423208191126,-5.6962,100.64509663975,16.55490336025001,16.44879275093429,26.55,3.76647834,88.286252354049,28.913747645951,32.75,33.7682,4.7943,-28.913747645951,87.72037118714451,3.0,2023/04/25,1.0,深交所,可交换债券(私募),,20.5,0.4119,私营
113683.SH,伟24转债,2024/06/03,227.35,231.35,244.68,228.8,233.656,6.306,2.77369694,68,0.037260273973,5.816438356164383,0.0855959187865923,-11.6524,97.968912888513,135.68708711148702,138.50014572060903,18.28,5.47045952,116.958424507659,116.697575492341,99.7769728718,12.7892,3.1558,-116.697575492341,119.38320132301126,6.0,2024/03/28,0.2,上交所,可转债,AA,2.85,0.0,私营
113648.SH,巨星转债,2024/06/03,140.829,141.0,144.292,140.35,144.051,3.222,2.28788105,40,0.109589041096,3.893150684931507,0.6941985824464946,-5.7715,98.66317437188,45.387825628119984,46.00280288676377,25.21,3.96667989,137.445458151527,6.605541848473,4.8059367965,-32.0068,6.5077,-6.605541848473,139.3077599890201,6.0,2022/04/25,0.4,上交所,可转债,AA-,8.99783,0.1652,私营
