代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率
123241.SZ,欧通转债,2024/12/26,234.0,234.831,271.52,232.0,260.5,26.5,11.32478632,175,0.047945205479,5.523287671232877,0.0383877159309021,-13.8103,95.187247201933,165.31275279806698,173.6711142064731,44.56,2.24416517,278.276481149013,-17.776481149013,-6.3880645161,60.094,6.4348,17.776481149013,292.3463902245951,6.0,2024/07/05,0.1,深交所,可转债,AA-,6.445265,0.0001
128130.SZ,景兴转债,2024/12/26,126.1,126.0,141.447,126.0,140.0,13.9,11.02299762,118,0.581917808219,1.6794520547945204,1.2857142857142856,-12.641,108.11718961773,31.882810382269994,29.489122400423152,3.39,29.49852507,135.693215339233,4.306784660767,3.1739130435,81.5083,0.9973,-4.306784660767,125.50568121406371,6.0,2020/08/31,0.3,深交所,可转债,AA,9.03932,0.0001
123238.SZ,卡倍转02,2024/12/26,173.4,173.0,194.439,170.008,187.535,14.135,8.15167243,351,0.191780821918,0.0546448087431694,0.1066467592716026,,99.95687886975,87.57812113025,87.61590209751317,29.24,3.41997264,187.619699042408,-0.084699042408,-0.0451440029,39.0944,5.9543,0.084699042408,187.7006376788616,6.0,2024/01/11,0.2,深交所,可转债,A+,1.95371,0.0001
111012.SH,福新转债,2024/12/26,148.633,148.591,162.808,147.5,160.481,11.848,7.97131189,358,0.586849315068,4.024590163934426,0.3738760351692724,-6.9092,97.931012157746,62.549987842254,63.87148101920901,13.56,7.37463127,144.395280235988,16.085719764012,11.1400592441,40.6622,3.0141,-16.085719764012,147.44591836077214,6.0,2023/01/04,0.4,上交所,可转债,A+,2.01322,0.338
128053.SZ,尚荣转债,2024/12/26,133.0,134.0,142.8,131.6,142.0,9.0,6.76691729,317,1.731506849315,0.1366120218579235,7.042253521126761,-164.9578,109.72020165964,32.27979834036,29.420104823079228,4.88,20.49180328,63.729508196721,78.270491803279,122.8167202572,133.7999,1.0039,-78.270491803279,58.08365937424591,6.0,2019/02/14,0.4,深交所,可转债,AA,1.895319,4.5383
123152.SZ,润禾转债,2024/12/26,127.741,127.7,138.487,127.63,135.5,7.759,6.07400913,159,0.522739726027,3.567123287671233,0.8856088560885609,-2.6216,102.52281577968,32.97718422032,32.16570279457353,28.81,3.47101701,133.32176327664,2.17823672336,1.6338193179,52.6443,5.4956,-2.17823672336,130.04106672523164,6.0,2022/07/21,0.4,深交所,可转债,A+,2.833897,0.0001
123163.SZ,金沃转债,2024/12/26,162.161,161.8,174.27,159.343,172.0,9.839,6.06742682,74,0.202739726027,0.0573770491803278,0.1497292131251977,-724.9725,99.879374584864,72.120625415136,72.20772628472723,26.93,3.71333086,171.964352023765,0.035647976235,0.020729864,183.1757,5.6079,-0.035647976235,172.17203525604072,6.0,2022/10/14,0.5,深交所,可转债,A,1.029492,0.0001
123237.SZ,佳禾转债,2024/12/26,154.351,153.0,165.563,153.0,162.8,8.449,5.47388744,358,0.195616438356,5.024590163934426,0.1228501228501229,-6.3154,89.542254777063,73.25774522293702,81.81360342704103,13.58,7.36377025,164.653902798233,-1.853902798233,-1.1259391771,87.5054,3.4318,1.853902798233,183.884025712976,6.0,2024/01/04,0.2,深交所,可转债,A+,4.317956,0.1699
123131.SZ,奥飞转债,2024/12/26,147.61,147.2,161.989,146.501,155.0,7.39,5.00643588,24,0.118356164384,2.936986301369863,1.1612903225806452,-8.6623,102.68733650143,52.31266349857,50.94363655818604,10.07,9.93048659,150.347567030785,4.652432969215,3.0944517834,103.7773,4.715,-4.652432969215,146.4129581632408,6.0,2021/12/03,0.5,深交所,可转债,A+,3.962816,0.0001
127091.SZ,科数转债,2024/12/26,123.714,123.91,130.1,122.339,129.501,5.787,4.67772443,126,0.172602739726,4.657534246575342,0.3860974046532459,-2.4144,104.09393945717,25.40706054283001,24.407819201889158,27.65,3.61663653,110.452079566004,19.048920433996,17.2463212181,44.4091,3.2148,-19.048920433996,106.10807905051006,6.0,2023/08/23,0.3,深交所,可转债,AA,14.918964,0.1758
128109.SZ,楚江转债,2024/12/26,147.9,148.485,156.42,147.9,154.6,6.7,4.5300879,206,1.015890410959,1.4383561643835616,1.1642949547218628,-20.3581,108.66796880227,45.93203119773,42.268233872399854,6.1,16.39344262,147.377049180328,7.222950819672,4.9010011123,836.035,2.1604,-7.222950819672,135.62142626268485,6.0,2020/06/04,0.4,深交所,可转债,AA,6.982934,0.0001
123087.SZ,明电转债,2024/12/26,145.603,144.69,154.339,139.28,152.0,6.397,4.39345343,12,0.082191780822,1.96986301369863,1.6447368421052633,-12.3684,110.82038913312,41.17961086688,37.1588758972991,11.91,8.39630563,154.324097397145,-2.324097397145,-1.505984766,136.826,3.2416,2.324097397145,139.2560508082744,6.0,2020/12/15,0.4,深交所,可转债,AA-,1.656106,0.0001
123203.SZ,明电转02,2024/12/26,146.08,145.739,154.181,139.004,152.49,6.41,4.38800657,177,0.242465753425,4.517808219178082,0.327890353465801,-4.724,105.7734981417,46.716501858300006,44.16654708319849,11.91,8.39630563,154.324097397145,-1.834097397145,-1.1884711643,136.826,3.2416,1.834097397145,145.90053284462988,6.0,2023/07/03,0.3,深交所,可转债,AA-,1.472126,0.0001
118013.SH,道通转债,2024/12/26,127.229,126.01,136.879,126.01,132.653,5.424,4.26317899,172,0.471232876712,3.5315068493150683,0.7538465017753085,-3.0128,110.53090972067,22.12209027933,20.014392657435103,33.93,2.94724433,123.047450633658,9.605549366342,7.8063782036,26.1405,6.0176,-9.605549366342,111.32401872437256,6.0,2022/07/08,0.3,上交所,可转债,AA,12.7971,0.0001
118050.SH,航宇转债,2024/12/26,132.623,132.7,139.254,132.7,138.05,5.427,4.0920504,128,0.070136986301,5.652054794520548,0.1448750452734516,-2.4983,98.36592500487,39.68407499513002,40.34331501804645,32.64,3.06372549,114.889705882353,23.160294117647,20.15872,28.2127,3.0147,-23.160294117647,116.79827732689438,6.0,2024/08/21,0.2,上交所,可转债,AA-,6.67,0.2773
113690.SH,豪24转债,2024/12/26,157.916,158.0,165.0,157.85,163.981,6.065,3.84064946,65,0.035616438356,5.824657534246575,0.1219653496441661,-5.5933,96.013464022756,67.967535977244,70.78958838641122,8.43,11.8623962,148.042704626335,15.938295373665,10.7660120192,24.6607,3.4377,-15.938295373665,154.18952553492667,6.0,2024/10/23,0.2,上交所,可转债,AA-,5.5,0.2902
113669.SH,景23转债,2024/12/26,128.799,127.96,133.8,127.96,133.716,4.917,3.81757622,267,0.365753424658,4.271232876712329,0.373926829997906,-3.9798,102.36985235846,31.34614764154001,30.620487301063807,24.71,4.04694456,118.980169971671,14.735830028329,12.3851142857,22.7354,2.5305,-14.735830028329,116.22579033820234,6.0,2023/04/04,0.3,上交所,可转债,AA,11.53567,0.18
123226.SZ,中富转债,2024/12/26,128.164,127.661,133.548,127.369,132.928,4.764,3.71711245,72,0.078904109589,4.8054794520547945,0.3009147809340395,-2.2245,101.47615105865,31.451848941349997,30.994325871870934,27.82,3.5945363,127.24658519051,5.68141480949,4.4648858757,149.741,5.4506,-5.68141480949,125.395557343287,6.0,2023/10/16,0.2,深交所,可转债,AA-,5.198259,0.0001
113677.SH,华懋转债,2024/12/26,122.556,122.088,126.8,122.088,126.782,4.226,3.44821959,104,0.142465753425,4.717808219178083,0.3943777507848117,-1.7535,99.606744161021,27.175255838979,27.282546044320423,33.95,2.9455081,99.852724594993,26.929275405007,26.9689941003,56.8551,3.0331,-26.929275405007,100.24695158550144,6.0,2023/09/14,0.3,上交所,可转债,AA-,10.49971,0.2878
113069.SH,博23转债,2024/12/26,130.777,132.944,135.6,131.341,134.785,4.008,3.06475909,5,0.006849315068,3.989041095890411,0.3709611603665096,-4.6234,102.14251587055,32.64248412945,31.95778354511979,15.18,6.58761528,131.818181818182,2.966818181818,2.2506896552,10.6914,2.0454,-2.966818181818,129.05319659958383,5.0,2023/12/22,0.3,上交所,可转债,AA,15.78943,0.0001
113575.SH,东时转债,2024/12/26,174.783,173.8,197.684,173.2,179.711,4.928,2.81949618,262,1.435616438356,1.284931506849315,1.112897930566298,-32.0617,107.2708445789,72.44015542110002,67.5301436335935,12.15,8.23045267,19.588477366255,160.122522633745,817.4322058824,-11.752,1.0115,-160.122522633745,18.26076548865732,6.0,2020/04/09,0.4,上交所,可转债,BB+,0.98017,0.0
123184.SZ,天阳转债,2024/12/26,149.521,149.801,154.798,148.92,153.734,4.213,2.81766441,279,0.305753424658,4.238356164383561,0.2601896782754628,-5.7734,104.38109349859,49.35290650141,47.28146146703921,11.8,8.47457627,153.305084745763,0.428915254237,0.2797788834,73.5105,3.3231,-0.428915254237,146.87054868593984,6.0,2023/03/23,0.3,深交所,可转债,AA-,3.320639,0.0001
110074.SH,精达转债,2024/12/26,244.846,247.8,265.0,246.0,251.536,6.69,2.73232971,130,0.641095890411,1.6465753424657534,0.7156033331213028,-38.4548,110.12863192827,141.40736807173,128.40200190976017,3.4,29.41176471,233.529411764706,18.006588235294,7.7106297229,30.1963,3.1205,-18.006588235294,212.0514962147269,6.0,2020/08/19,0.4,上交所,可转债,AA,2.72771,0.5538
