代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率
113575.SH,东时转债,2024/07/15,135.098,132.003,162.118,132.0,160.935,25.837,19.124635449821607,98,0.53698630137,1.7342465753424656,1.242737751266039,-19.8686,100.51468846,60.42031154,60.110927532789766,12.15,8.23045267489712,9.547325102880658,151.38767489711935,1585.6553879310345,-5.954,0.4723,-151.38767489711935,9.498437739952836,6.0,2020/04/09,0.4,上交所,可转债,,,0.0
123018.SZ,溢利转债,2024/07/15,280.703,280.9,312.447,279.045,311.899,31.196,11.113525683729778,209,1.139726027397,0.4316939890710382,3.206166098640906,-149.9492,108.79204025,203.10695975,186.69284929602196,7.99,12.515644555694616,75.84480600750938,236.0541939924906,311.23316996699674,37.8231,1.1325,-236.0541939924906,69.71539998075308,6.0,2018/12/20,0.4,深交所,可转债,,,0.0
117205.SZ,23希望E1,2024/07/15,97.505,97.5,107.8629,97.5,107.8629,10.3579,10.62294241320958,116,0.476712328767,1.684931506849315,1.3906542471971364,1.7353,107.78406332,0.07883668,0.0731431693811188,14.45,6.920415224913495,65.88235294117648,41.980547058823525,63.72047321428571,-5.5929,2.2231,-41.980547058823525,61.12439159542392,3.0,2023/03/22,1.5,深交所,可交换债券(私募),,,0.1734
123013.SZ,横河转债,2024/07/15,257.0,257.1,293.519,255.0,283.51,26.51,10.315175097276263,356,2.431506849315,0.0300546448087431,3.5272124440055026,-2036.313,109.84140086,173.66859914,158.1085071569252,8.8,11.363636363636363,84.54545454545455,198.96454545454543,235.3344086021505,50.8823,3.0405,-198.96454545454543,76.97048096938714,6.0,2018/07/26,0.5,深交所,可转债,,,0.0
117206.SZ,23绿能EB,2024/07/15,100.005,108.0,108.0,108.0,108.0,7.995,7.994600269986499,80,0.219178082192,1.7835616438356163,0.925925925925926,-1.6878,101.2807366,6.7192634,6.634295548754925,26.3,3.802281368821293,72.24334600760456,35.75665399239544,49.49473684210526,27.3719,3.8862,-35.75665399239544,71.3297991630173,3.0,2023/04/25,1.0,深交所,可交换债券(私募),,,0.3731
128056.SZ,今飞转债,2024/07/15,132.74,132.7,141.6,132.07,139.969,7.229,5.445984631610667,139,0.945205479452,0.6229508196721311,10.716658688709645,-28.6362,111.56671719,28.40228281,25.45766652041077,4.64,21.55172413793104,87.0689655172414,52.90003448275863,60.756475247524754,23.7669,0.9087,-52.90003448275863,78.04206102879361,6.0,2019/02/27,0.6,深交所,可转债,,,1.2028
123031.SZ,晶瑞转债,2024/07/15,343.88,345.0,359.3,342.6,359.0,15.12,4.396882633476793,322,1.58301369863,1.1229508196721312,0.5013927576601671,-64.6611,106.8070325,252.1929675,236.12018946411604,3.83,26.109660574412526,184.33420365535247,174.66579634464753,94.75495750708215,-207.2671,2.8952,-174.66579634464753,172.58620461658504,6.0,2019/08/29,0.4,深交所,可转债,,,0.0
123034.SZ,通光转债,2024/07/15,243.299,243.919,253.0,242.01,252.8,9.501,3.9050715374909055,255,1.252602739726,1.3060109289617483,0.7120253164556962,-45.6618,107.59142835,145.20857165,134.9629555782359,7.92,12.626262626262626,84.46969696969698,168.33030303030304,199.2789237668161,69.3527,1.3628,-168.33030303030304,78.50969009809319,6.0,2019/11/04,0.5,深交所,可转债,,,0.0
113615.SH,金诚转债,2024/07/15,391.109,392.1,410.0,390.0,404.559,13.45,3.438939017000376,206,0.842465753425,2.439890710382514,0.3707741021705115,-40.5815,109.3615402,295.1974598,269.92803801056925,12.23,8.176614881439084,400.0817661488144,4.477233851185609,1.1190797057020232,27.5991,4.0264,-4.477233851185609,365.8340632521692,6.0,2020/12/23,0.4,上交所,可转债,,,0.0001
123118.SZ,惠城转债,2024/07/15,391.2,390.6,411.424,382.35,403.7,12.5,3.1952965235173822,9,0.044383561644,2.9780821917808216,0.4458756502353232,-33.9408,101.92079664,301.77920336,296.09188046864546,11.29,8.857395925597874,396.8113374667848,6.888662533215235,1.7360044642857142,106.3287,6.5759,-6.888662533215235,389.33304148748334,6.0,2021/07/07,0.5,深交所,可转债,,,0.3521
