代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率,发行人企业性质
404002.NQ,搜特退债,2024/07/08,0.001,0.0,0.0,0.0,12.0,11.999,1199900.0,119,,,15.0,,109.97165995,-97.97165995,-89.08809778314163,1.1,90.9090909090909,,,,,,,,6.0,2020/03/11,0.4,代办转让,可转债,,,0.0,私营
128042.SZ,凯中转债,2024/07/08,133.5,136.3,160.2,136.202,160.2,26.7,20.0,345,1.884931506849,0.0601092896174863,7.49063670411985,-500.545,111.82979632,48.37020368,43.25341301846699,9.97,10.030090270812437,145.43630892678033,14.76369107321966,10.151310344827586,40.4917,3.2585,-14.76369107321966,130.05148333688777,6.0,2018/07/27,0.4,深交所,可转债,,,1.3973,中外合资
113537.SH,文灿转债,2024/07/08,208.718,207.0,233.45,204.005,225.753,17.035,8.161730181393075,29,0.278082191781,0.9232876712328768,6.6444299743525,-53.1355,112.13908203,113.61391797,101.31518460228294,18.98,5.268703898840885,142.62381454162275,83.12918545837725,58.285627632065015,28.795,2.2154,-83.12918545837725,127.18475304039616,6.0,2019/06/06,0.5,上交所,可转债,,,0.0,私营
117206.SZ,23绿能EB,2024/07/08,99.955,107.38,107.38,107.38,107.38,7.425,7.428342754239407,73,0.2,1.8027397260273967,0.9312721177127956,-1.3445,101.17831895,6.20168105,6.129456502499047,26.3,3.802281368821293,69.54372623574145,37.83627376425856,54.406451612903226,26.349,3.7409,-37.83627376425856,68.73382257923099,3.0,2023/04/25,1.0,深交所,可交换债券(私募),,,0.3841,私营
123238.SZ,卡倍转02,2024/07/08,157.367,156.608,166.6,150.051,163.372,6.005,3.8159207457726207,180,0.098082191781,5.5109289617486334,0.12241999853096,-5.5349,84.54462091,78.82737909,93.2376042869881,29.24,3.4199726402188784,118.296853625171,45.075146374829,38.1034194854004,24.3654,3.4241,-45.075146374829,139.92238932752582,6.0,2024/01/11,0.2,深交所,可转债,,,0.563,私营
123013.SZ,横河转债,2024/07/08,303.0,291.001,319.621,291.001,311.002,8.002,2.6409240924092408,349,2.383561643836,0.0491803278688524,3.215413405701572,-1314.1524,109.74333329,201.25866671,183.39033513604696,8.8,11.363636363636363,83.52272727272727,227.4792727272728,272.35613605442177,50.2668,3.0037,-227.4792727272728,76.10733587981694,6.0,2018/07/26,0.5,深交所,可转债,,,0.0,私营
110048.SH,福能转债,2024/07/08,222.177,221.51,232.591,217.03,226.823,4.646,2.091125544048213,215,1.172602739726,0.4153005464480874,,-125.0779,108.08889044,118.73410956,109.84857840307755,5.26,19.011406844106464,227.5665399239544,-0.7435399239543726,-0.326735171261487,14.6719,1.3853,0.7435399239543726,210.53647511561448,6.0,2018/12/07,0.4,上交所,可转债,,,0.0001,地方国有企业
110047.SH,山鹰转债,2024/07/08,101.024,100.8,103.061,100.138,102.679,1.655,1.638224580297751,231,1.890410958904,0.3715846994535519,,27.0509,112.13436476,-9.45536476,-8.432174008598716,2.37,42.19409282700422,62.0253164556962,40.6536835443038,65.54369387755102,42.0584,0.4972,-40.6536835443038,55.31338817359722,6.0,2018/11/21,0.4,上交所,可转债,,,0.0,中外合资
113575.SH,东时转债,2024/07/08,123.186,121.05,132.866,119.0,124.701,1.515,1.2298475476109298,91,0.498630136986,1.7534246575342465,1.603836376612858,-6.9713,100.21232141,24.48867859,24.436794044326287,12.15,8.23045267489712,9.135802469135802,115.5651975308642,1264.9704054054057,-5.6974,0.452,-115.5651975308642,9.116446301805915,6.0,2020/04/09,0.4,上交所,可转债,,,0.0,私营
110077.SH,洪城转债,2024/07/08,216.771,218.363,219.734,213.261,218.972,2.201,1.0153572202923822,232,0.506301369863,2.3688524590163933,0.3653435142392634,-24.769,106.66569051,112.30630949,105.28812868789444,5.34,18.726591760299623,219.1011235955056,-0.129123595505618,-0.0589333333333333,11.1215,1.6672,0.129123595505618,205.40918316650723,6.0,2020/11/20,0.2,上交所,可转债,,,0.0001,地方国有企业
123220.SZ,易瑞转债,2024/07/08,90.82,90.82,97.979,89.703,91.67,0.85,0.9359171988548776,326,0.178082191781,5.112021857923497,0.218173884586015,5.4128,88.85994777,2.81005223,3.162338376872985,12.87,7.770007770007769,53.37995337995338,38.290046620046624,71.73113537117904,-96.8188,3.5651,-38.290046620046624,60.07200625203944,6.0,2023/08/18,0.2,深交所,可转债,,,0.2145,私营
113546.SH,迪贝转债,2024/07/08,131.32,130.687,135.984,129.305,132.531,1.211,0.9221748400852878,260,1.419178082192,1.2923497267759565,1.509080894281338,-9.3059,109.55883709,22.97216291,20.967877644711496,11.93,8.382229673093041,130.5951383067896,1.935861693210394,1.4823382541720154,35.4094,2.5459,-1.935861693210394,119.2009168548483,6.0,2019/10/23,0.5,上交所,可转债,,,0.0001,私营
123192.SZ,科思转债,2024/07/08,144.001,142.5,155.626,140.579,145.222,1.221,0.8479107783973722,87,0.119178082192,4.764383561643836,0.344300450344989,-3.9902,101.57331268,43.64868732,42.97259404890367,25.27,3.9572615749901066,125.04946576968736,20.172534230312625,16.131643670886078,12.174,3.8655,-20.172534230312625,123.11252086820032,6.0,2023/04/13,0.3,深交所,可转债,,,0.2651,私营
123034.SZ,通光转债,2024/07/08,243.9,243.0,248.695,243.0,245.9,2.0,0.8200082000820008,248,1.218082191781,1.325136612021858,0.7320048800325335,-44.0135,107.30883123,138.59116877,129.1516897364683,7.92,12.626262626262626,86.23737373737373,159.66262626262625,185.14319180087847,70.804,1.3913,-159.66262626262625,80.36372472693992,6.0,2019/11/04,0.5,深交所,可转债,,,0.0,私营
127096.SZ,泰坦转债,2024/07/08,128.2,128.2,133.09,127.9,129.197,0.997,0.7776911076443057,258,0.352054794521,5.297814207650273,0.3870058902296492,-1.1938,78.89924742,50.29775258,63.74934390977489,13.39,7.468259895444362,55.11575802837938,74.08124197162061,134.4102750677507,19.4161,1.1534,-74.08124197162061,69.85587294006079,6.0,2023/10/25,0.5,深交所,可转债,,,1.4342,私营
113561.SH,正裕转债,2024/07/08,148.283,149.44,151.974,143.6,149.384,1.101,0.7424991401576714,191,1.145205479452,1.4808743169398908,1.4727146146843035,-16.7684,105.76305149,43.62094851,41.24403361614846,9.88,10.121457489878544,78.34008097165992,71.04391902834008,90.68655297157622,27.9608,1.4907,-71.04391902834008,74.07131306065527,6.0,2019/12/31,0.5,上交所,可转债,,,1.3795,私营
127097.SZ,三羊转债,2024/07/08,123.3,123.4,128.0,122.9,123.89,0.59,0.478507704785077,257,0.210410958904,5.300546448087432,0.2421502946161917,-0.8195,86.40108695,37.48891305,43.389399801989406,37.53,2.664535038635758,57.95363709032774,65.93636290967225,113.77433103448276,68.9301,2.1367,-65.93636290967225,67.0751250199726,6.0,2023/10/26,0.3,深交所,可转债,,,0.8902,私营
123198.SZ,金埔转债,2024/07/08,89.03,88.675,89.4,87.841,89.393,0.363,0.4077277322250926,31,0.05095890411,4.917808219178082,0.6711934938977324,6.4336,91.1307963,-1.7377963,-1.90692539795134,12.11,8.257638315441783,59.95045417010735,29.442545829892648,49.11146418732783,19.5548,1.0334,-29.442545829892648,65.78506564647164,6.0,2023/06/08,0.3,深交所,可转债,,,0.0,私营
113530.SH,大丰转债,2024/07/08,110.614,110.611,111.7,110.3,111.042,0.428,0.386931129875061,104,0.854794520548,0.7178082191780821,,6.2203,113.80637574,-2.76437574,-2.429016583671413,12.95,7.722007722007722,77.45173745173746,33.59026254826255,43.36928215353937,30.2674,1.4674,-33.59026254826255,68.0557103660715,6.0,2019/03/26,0.4,上交所,可转债,,,0.0,中外合资
113055.SH,成银转债,2024/07/08,125.012,124.64,125.89,124.63,125.386,0.374,0.2991712795571625,128,0.245479452055,3.652054794520548,0.5582760435774328,-3.4274,102.24099555,23.14500445,22.63769471873066,12.23,8.176614881439084,117.33442354865085,8.05157645134914,6.862075261324041,4.7993,0.8041,-8.05157645134914,114.76259881611732,6.0,2022/03/03,0.2,上交所,可转债,,,0.0798,地方国有企业
113062.SH,常银转债,2024/07/08,121.069,120.827,121.939,120.196,121.39,0.321,0.2651380617664307,298,0.325479452055,4.188524590163935,0.3295164346321772,-2.2733,100.73681182,20.65318818,20.502126091605746,6.89,14.51378809869376,110.4499274310595,10.940072568940492,9.905006570302234,6.0235,0.896,-10.940072568940492,109.64207168717552,6.0,2022/09/15,0.2,上交所,可转债,,,0.1258,地方国有企业
123018.SZ,溢利转债,2024/07/08,282.799,283.0,285.562,282.7,283.5,0.701,0.2478792357823047,202,1.101369863014,0.4508196721311475,3.527336860670194,-135.7512,108.71665229,174.78334771,160.76961903110123,7.99,12.515644555694616,74.09261576971214,209.40738423028785,282.62922297297297,36.9493,1.1063,-209.40738423028785,68.15203946132486,6.0,2018/12/20,0.4,深交所,可转债,,,0.0,私营
113683.SH,伟24转债,2024/07/08,200.23,199.901,208.0,199.901,200.62,0.39,0.19477600759127,103,0.056438356164,5.72054794520548,0.0996909580301066,-9.4294,99.574203,101.045797,101.47788679764778,18.03,5.546311702717693,107.210205213533,93.40979478646702,87.12770822555613,11.5629,2.8532,-93.40979478646702,107.66865511696136,6.0,2024/03/28,0.2,上交所,可转债,,,1.5578,私营
118005.SH,天奈转债,2024/07/08,97.641,97.739,98.268,96.882,97.822,0.181,0.1853729478395346,164,0.446575342466,3.554644808743169,1.0222649301793052,4.5709,101.76959286,-3.94759286,-3.8789512162346287,103.22,0.968804495252858,21.41057934508816,76.41142065491184,356.8862823529412,35.3936,2.836,-76.41142065491184,21.03828731489745,6.0,2022/01/27,0.3,上交所,可转债,,,0.0,中外合资
113584.SH,家悦转债,2024/07/08,106.299,106.0,106.693,105.692,106.488,0.189,0.1778003556007112,34,0.167671232877,1.9095890410958904,1.690331304935767,2.6045,107.21836262,-0.73036262,-0.6811917307378854,35.8,2.793296089385475,22.45810055865921,84.02989944134079,374.1629850746269,8.7181,2.027,-84.02989944134079,20.94613274244312,6.0,2020/06/05,0.4,上交所,可转债,,,0.0,私营
132026.SH,G三峡EB2,2024/07/08,128.922,129.611,129.691,128.6,129.142,0.22,0.1706458168504987,38,0.010410958904,2.898630136986301,0.0774341422620061,-5.8992,101.81098357,27.33101643,26.84486041843275,23.96,4.173622704507513,124.87479131886477,4.267208681135226,3.417189839572192,46.1379,3.5613,-4.267208681135226,122.65355557930278,5.0,2022/05/27,0.1,上交所,可交换债券(公募),,,0.0001,中央企业
127045.SZ,牧原转债,2024/07/08,118.792,118.799,119.539,118.206,118.981,0.189,0.1591016230049161,328,0.716712328767,3.1065573770491803,0.6723762617560787,-2.3946,103.2289517,15.7520483,15.259331844982784,46.55,2.148227712137486,94.6079484425349,24.37305155746509,25.762160535876475,-25.2946,4.0009,-24.37305155746509,91.64865755634222,6.0,2021/08/16,0.2,深交所,可转债,,,0.2435,私营
123107.SZ,温氏转债,2024/07/08,126.134,126.225,126.9,125.48,126.331,0.197,0.1561831068546149,102,0.419178082192,2.723287671232877,1.187357022425216,-4.6138,105.14216905,21.18883095,20.15255262607691,16.94,5.90318772136954,118.53600944510036,7.794990554899645,6.576052788844621,-27.0203,4.2902,-7.794990554899645,112.73879026476138,6.0,2021/03/26,0.2,深交所,可转债,,,0.0001,私营
127050.SZ,麒麟转债,2024/07/08,129.55,129.709,129.789,128.722,129.752,0.202,0.155924353531455,241,0.657534246575,3.344262295081968,0.7707010296565756,-3.7935,106.03660677,23.71539323,22.3652886983079,20.16,4.96031746031746,113.04563492063492,16.70636507936508,14.778425625274243,11.6282,1.9679,-16.70636507936508,106.61000796247464,6.0,2021/11/11,0.3,深交所,可转债,,,0.1712,私营
127049.SZ,希望转2,2024/07/08,104.804,105.5,105.9,104.516,104.94,0.136,0.1297660394641425,250,0.545753424658,3.319672131147541,0.7623403849818944,1.624,103.08634713,1.85365287,1.7981555478558162,10.6,9.433962264150944,87.45283018867923,17.487169811320754,19.996116504854367,-5.446,2.1648,-17.487169811320754,84.83454174430521,6.0,2021/11/02,0.2,深交所,可转债,,,0.073,私营
123108.SZ,乐普转2,2024/07/08,106.2,106.202,106.408,106.009,106.334,0.134,0.1261770244821092,101,0.415068493151,1.726027397260274,1.410649463012771,1.6198,105.3531644,0.9808356,0.9309977593800683,28.06,3.563791874554526,47.75481111903065,58.57918888096936,122.66657014925372,13.0741,1.5591,-58.57918888096936,45.32831205498242,5.0,2021/03/30,0.3,深交所,可转债,,,0.3666,私营
123124.SZ,晶瑞转2,2024/07/08,100.733,100.44,101.0,100.33,100.851,0.118,0.1171413538760882,328,0.358356164384,3.1065573770491803,0.3966247236021457,3.1014,93.7117474,7.1392526,7.618311255606786,16.74,5.973715651135007,40.32258064516129,60.52841935483871,150.11048,-198.1662,2.768,-60.52841935483871,43.02830943173864,6.0,2021/08/16,0.2,深交所,可转债,,,0.0,中外合资
127067.SZ,恒逸转2,2024/07/08,104.142,104.663,104.663,103.656,104.26,0.118,0.1133068310575944,354,0.290136986301,4.03551912568306,0.2877421830040283,2.0482,103.12074399,1.13925601,1.1047786952647256,10.41,9.606147934678194,69.06820365033622,35.19179634966378,50.95223922114047,15.9301,1.079,-35.19179634966378,66.97799199066486,6.0,2022/07/21,0.2,深交所,可转债,,,0.1256,私营
113024.SH,核建转债,2024/07/08,109.797,109.901,110.291,109.31,109.908,0.111,0.101095658351321,92,0.504109589041,0.7506849315068493,,-5.9486,103.45926755,6.44873245,6.233112414877134,9.2,10.869565217391305,86.95652173913044,22.951478260869564,26.3942,10.8377,1.2442,-22.951478260869564,84.04904055318767,6.0,2019/04/04,0.2,上交所,可转债,,,0.3578,中央企业
123227.SZ,雅创转债,2024/07/08,116.249,116.0,117.268,114.699,116.366,0.117,0.1006460270625983,263,0.215342465753,5.284153005464481,0.2578072632899644,0.724,88.00753373,28.35846627,32.22277124251826,45.22,2.21141088014153,87.1295886775763,29.236411322423702,33.55508934010152,43.3952,3.1426,-29.236411322423702,99.00242057104204,6.0,2023/10/20,0.3,深交所,可转债,,,0.3667,私营
128119.SZ,龙大转债,2024/07/08,92.7,93.0,93.338,91.6,92.789,0.089,0.0960086299892125,362,1.483561643836,2.0136612021857925,1.616570929743827,13.1304,106.3180585,-13.5290585,-12.72508047163032,9.3,10.75268817204301,69.89247311827957,22.89652688172044,32.759646153846155,57.7828,5.2318,-22.89652688172044,65.73904198812996,6.0,2020/07/13,0.3,深交所,可转债,,,0.0,私营
123117.SZ,健帆转债,2024/07/08,112.594,112.481,113.319,112.0,112.7,0.106,0.0941435600476046,16,0.065753424658,2.958904109589041,1.3309671694764862,0.1822,106.03904445,6.66095555,6.281606538939346,39.62,2.523977788995457,67.97072185764765,44.72927814235234,65.806683995544,19.0924,6.9926,-44.72927814235234,64.09971177144801,6.0,2021/06/23,0.3,深交所,可转债,,,0.3111,私营
127019.SZ,国城转债,2024/07/08,94.711,95.311,95.6,94.349,94.8,0.089,0.0939700773933334,360,1.475342465753,2.0191256830601088,1.5822784810126582,9.4534,106.43947005,-11.63947005,-10.935295003378307,21.2,4.716981132075472,43.63207547169811,51.16792452830189,117.27135135135136,776.7187,3.6664,-51.16792452830189,40.99238323077137,6.0,2020/07/15,0.3,深交所,可转债,,,0.0,私营
113542.SH,好客转债,2024/07/08,108.851,108.77,109.1,108.358,108.952,0.101,0.0927873882646921,343,1.686575342466,1.0655737704918031,1.6521036786841912,2.4897,109.3032272,-0.3512272,-0.3213328727772458,15.18,6.587615283267457,48.35309617918313,60.59890382081687,125.32579836512262,45.1553,0.7564,-60.59890382081687,44.23757414838995,6.0,2019/08/01,0.4,上交所,可转债,,,0.0,私营
128127.SZ,文科转债,2024/07/08,96.974,96.78,97.1,96.4,97.054,0.08,0.0824963392249468,324,1.327397260274,2.1174863387978142,1.5455313536793949,10.3616,97.17928434,-0.12528434,-0.1289208300419965,4.56,21.929824561403507,39.91228070175439,57.14171929824562,143.16826373626375,-9.6506,6.4356,-57.14171929824562,41.07077035277784,6.0,2020/08/20,0.5,深交所,可转债,,,0.0,地方国有企业
128071.SZ,合兴转债,2024/07/08,107.11,107.398,107.398,106.894,107.198,0.088,0.082158528615442,328,1.612602739726,1.1065573770491803,1.679135804772477,3.9311,109.20660055,-2.00860055,-1.8392666193105849,3.81,26.246719160104984,60.892388451443566,46.30561154855644,76.04499137931033,21.1274,0.8812,-46.30561154855644,55.75889016302098,6.0,2019/08/15,0.3,深交所,可转债,,,0.0,私营
127017.SZ,万青转债,2024/07/08,110.8,110.91,111.198,110.05,110.861,0.061,0.0550541516245487,36,0.197260273973,1.904109589041096,1.8040609411785928,1.962,110.40090815,0.46009185,0.4167464359757623,8.67,11.534025374855824,50.63437139561707,60.22662860438293,118.94416173120727,-93.4902,0.5123,-60.22662860438293,45.86408956602145,6.0,2020/06/03,0.4,深交所,可转债,,,0.2745,地方国有企业
123236.SZ,家联转债,2024/07/08,113.918,114.488,114.625,111.612,113.98,0.062,0.0544251128004354,200,0.10904109589,5.456284153005464,0.1754693805930865,0.9317,95.82326438,18.15673562,18.94814973950066,18.49,5.408328826392645,79.23201730665224,34.74798269334776,43.85598634812287,16.2134,1.7966,-34.74798269334776,82.68557517770115,6.0,2023/12/22,0.2,深交所,可转债,,,0.275,私营
111014.SH,李子转债,2024/07/08,104.753,104.655,104.98,104.201,104.805,0.052,0.0496405830859259,19,0.02602739726,4.950684931506848,0.477076475359,2.2526,103.88091577,0.92408423,0.8895611125011552,18.98,5.268703898840885,49.31506849315069,55.48993150684932,112.52125,16.2055,2.1438,-55.48993150684932,47.47269325420453,6.0,2023/06/20,0.3,上交所,可转债,,,0.2016,私营
127022.SZ,恒逸转债,2024/07/08,101.98,101.98,102.495,101.4,102.029,0.049,0.0480486369876446,267,0.874520547945,2.273224043715847,1.1761361965715629,2.4483,102.54446169,-0.51546169,-0.5026714085820464,10.91,9.16590284142988,65.90284142988084,36.12615857011916,54.81730041724617,15.9301,1.079,-36.12615857011916,64.26757754027744,6.0,2020/10/16,0.2,深交所,可转债,,,0.0,私营
123012.SZ,万顺转债,2024/07/08,105.805,105.79,105.86,105.79,105.851,0.046,0.0434762062284391,355,1.939726027397,0.0327868852459016,5.6683451266402765,4.2925,105.91394888,-0.06294888,-0.0594339845371271,5.92,16.89189189189189,65.20270270270271,40.6482972972973,62.34143005181348,-50.2155,0.6479,-40.6482972972973,61.56195986666218,6.0,2018/07/20,0.4,深交所,可转债,,,0.784,私营
113631.SH,皖天转债,2024/07/08,129.069,128.9,130.0,128.401,129.1,0.031,0.024018160828704,244,0.399452054795,3.336065573770492,0.4647560030983733,-3.7468,105.81408543,23.28591457,22.0064412742144,7.21,13.869625520110956,121.22052704576976,7.879472954230237,6.500114416475973,9.7915,1.3542,-7.879472954230237,114.55991567962064,6.0,2021/11/08,0.2,上交所,可转债,,,0.0001,地方国有企业
127025.SZ,冀东转债,2024/07/08,103.13,103.238,103.238,102.589,103.152,0.022,0.0213322990400465,247,0.808767123288,2.3278688524590163,1.1633317822242903,2.3127,103.58043158,-0.42843158,-0.4136221228901738,13.11,7.627765064836003,32.03661327231121,71.11538672768879,221.9816,-2.5405,0.4089,-71.11538672768879,30.929213929339383,6.0,2020/11/05,0.2,深交所,可转债,,,0.0,地方国有企业
123011.SZ,德尔转债,2024/07/08,111.803,111.796,111.85,111.793,111.809,0.006,0.0053665822920672,357,1.950684931507,0.0273224043715846,10.73258861093472,6.2528,111.92422659,-0.11522659,-0.1029505349383357,15.88,6.297229219143577,81.73803526448361,30.07096473551637,36.789439137134046,80.7444,1.2845,-30.07096473551637,73.02979681414801,6.0,2018/07/18,0.5,深交所,可转债,,,0.0,私营
117191.SZ,21明德EB,2024/07/08,105.01,105.01,105.01,105.01,105.01,0.0,0.0,12,0.00028174726,0.3770491803278688,5.71374154842396,2.4928,105.23430874,-0.22430874,-0.2131517208462826,78.97,1.2663036596175763,43.58617196403698,61.42382803596303,140.9250348634515,21.6782,1.8163,-61.42382803596303,41.41821473044912,3.0,2021/11/23,0.01,深交所,可交换债券(私募),,,0.0,私营
117221.SZ,24恒健EB,2024/07/08,100.099,100.099,100.099,100.099,100.099,0.0,0.0,75,0.002054794521,2.797260273972603,0.0099901097913066,1.5599,98.48781334,1.61118666,1.6359248980763288,4.25,23.52941176470588,116.70588235294116,-16.606882352941177,-14.2296875,17.3739,2.1416,16.606882352941177,118.49779012764624,3.0,2024/04/23,0.01,深交所,可交换债券(私募),,,0.0001,地方国有企业
810006.NQ,鸿盛定转,2024/07/08,92.0,92.0,92.0,92.0,92.0,0.0,0.0,61,,1.8356164383561644,8.695652173913043,,111.84068357,-19.84068357,-17.740130815260898,4.87,20.53388090349076,,,,,,,,3.0,2023/05/09,8.0,代办转让,可转债,,,0.0001,私营
117217.SZ,23华强E2,2024/07/08,104.251,104.251,104.251,104.251,104.251,0.0,0.0,200,2.398904109589,1.4562841530054644,4.220583015990254,4.0373,109.57361884,-5.32261884,-4.857573288486636,30.8,3.2467532467532467,27.01298701298701,77.23801298701298,285.9291826923077,37.8975,1.2031,-77.23801298701298,24.652819993498184,2.0,2023/12/20,4.4,深交所,可交换债券(私募),,,0.0,私营
117207.SZ,23华强E1,2024/07/08,102.45,102.45,102.45,102.45,102.45,0.0,0.0,23,0.302465753425,0.9397260273972602,8.58955588091752,6.263,106.79081145,-4.34081145,-4.064779910425524,30.75,3.252032520325204,27.05691056910569,75.3930894308943,278.64633413461536,37.8975,1.2031,-75.3930894308943,25.336365743202425,2.0,2023/06/14,4.8,深交所,可交换债券(私募),,,0.0,私营
117202.SZ,22泽EB03,2024/07/08,100.0,100.0,100.0,100.0,100.0,0.0,0.0,201,0.547945205479,1.453551912568306,1.0,11.0605,113.58834207,-13.58834207,-11.96279637713705,12.0,8.333333333333332,80.75,19.25,23.83900928792569,18.8088,4.2475,-19.25,71.09004192546183,3.0,2022/12/19,1.0,深交所,可交换债券(私募),,,0.0,私营
117215.SZ,23万泽EB02,2024/07/08,100.0,100.0,100.0,100.0,100.0,0.0,0.0,228,4.664383561644,2.379781420765028,7.5,7.4637,116.95750838,-16.95750838,-14.49886254835758,19.89,5.027652086475616,48.71794871794872,51.28205128205128,105.26315789473684,18.8088,4.2475,-51.28205128205128,41.654400296954,3.0,2023/11/23,7.5,深交所,可交换债券(私募),,,0.0,私营
117203.SZ,22泽EB04,2024/07/08,100.0,100.0,100.0,100.0,100.0,0.0,0.0,201,3.835616438356,1.453551912568306,7.0,6.9486,110.79674071,-10.79674071,-9.74463746930918,19.89,5.027652086475616,48.71794871794872,51.28205128205128,105.26315789473684,18.8088,4.2475,-51.28205128205128,43.97056123290066,3.0,2022/12/19,7.0,深交所,可交换债券(私募),,,0.0,私营
